ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region,region_distribution/124/percentage,region_distribution/124/region,region_distribution/125/percentage,region_distribution/125/region
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:16:27+0000,Greenpeace USA,0,99,0,999,0.025882,Arizona,0.028235,Washington,0.054118,Pennsylvania,0.007059,Rhode Island,0.009412,South Carolina,0.004706,South Dakota,0.018824,Tennessee,0.047059,Texas,0.002353,Utah,0.014118,Virginia,0.007059,West Virginia,0.004706,Oklahoma,0.023529,Wisconsin,0.002353,Alabama,0.004706,Alaska,0.004706,Arkansas,0.014118,Connecticut,0.002353,Hawaii,0.002353,Montana,0.002353,Nebraska,0.002353,North Dakota,0.018824,Oregon,0.035294,Ohio,0.091765,California,0.007059,Maine,0.032941,Colorado,0.063529,Florida,0.016471,Georgia,0.007059,Idaho,0.061176,Illinois,0.014118,Indiana,0.011765,Iowa,0.007059,Kansas,0.014118,Kentucky,0.011765,Maryland,0.032941,North Carolina,0.030588,Massachusetts,0.061176,Michigan,0.028235,Minnesota,0.023529,Missouri,0.011765,Nevada,0.011765,New Hampshire,0.037647,New Jersey,0.007059,New Mexico,0.072941,New York,0.007059,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t let Trump and corporate polluters carry out their extinction plan to make a cheap buck. Sign our petition to tell Congress to protect the Endangered Species Act now!,2019-08-22T19:16:20+0000,Greenpeace USA,0,99,0,999,0.007326,Alabama,0.025641,Texas,0.03663,North Carolina,0.062271,Ohio,0.003663,Oklahoma,0.025641,Oregon,0.069597,Pennsylvania,0.007326,Rhode Island,0.007326,South Carolina,0.014652,Tennessee,0.018315,Virginia,0.040293,New Jersey,0.040293,Washington,0.007326,West Virginia,0.014652,Wisconsin,0.007326,Kentucky,0.003663,Mississippi,0.007326,Nebraska,0.007326,New Hampshire,0.007326,New Mexico,0.003663,Utah,0.051282,New York,0.010989,Nevada,0.003663,Alaska,0.003663,Idaho,0.014652,Arizona,0.098901,California,0.014652,Colorado,0.018315,Connecticut,0.007326,Delaware,0.007326,"Washington, District of Columbia",0.07326,Florida,0.003663,Georgia,0.003663,Hawaii,0.029304,Illinois,0.010989,Montana,0.047619,Indiana,0.007326,Iowa,0.007326,Louisiana,0.014652,Maine,0.029304,Maryland,0.025641,Massachusetts,0.040293,Michigan,0.025641,Minnesota,0.029304,Missouri,0.003663,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:16:15+0000,Greenpeace USA,0,99,0,999,0.037037,Arizona,0.08642,New York,0.024691,Louisiana,0.037037,Kentucky,0.012346,Idaho,0.024691,Wisconsin,0.024691,Washington,0.037037,Virginia,0.037037,Texas,0.012346,Rhode Island,0.049383,Pennsylvania,0.024691,Oregon,0.024691,Oklahoma,0.061728,Ohio,0.037037,North Carolina,0.024691,New Mexico,0.08642,California,0.012346,New Jersey,0.024691,Nevada,0.012346,Nebraska,0.012346,Missouri,0.012346,Minnesota,0.049383,Michigan,0.024691,Massachusetts,0.012346,Iowa,0.024691,Indiana,0.024691,Illinois,0.024691,Georgia,0.012346,Delaware,0.024691,Connecticut,0.074074,Colorado,0.012346,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:16:14+0000,Greenpeace USA,0,99,0,999,0.045872,Arizona,0.055046,North Carolina,0.009174,Mississippi,0.009174,Indiana,0.036697,Wisconsin,0.018349,West Virginia,0.027523,Washington,0.027523,Virginia,0.009174,Utah,0.06422,Texas,0.036697,Tennessee,0.009174,South Carolina,0.018349,Rhode Island,0.027523,Pennsylvania,0.018349,Oregon,0.036697,Ohio,0.06422,New York,0.06422,California,0.009174,Louisiana,0.027523,Colorado,0.055046,Connecticut,0.06422,Florida,0.018349,Georgia,0.055046,Illinois,0.018349,Kentucky,0.009174,Maine,0.009174,New Mexico,0.036697,Massachusetts,0.036697,Michigan,0.036697,Minnesota,0.009174,Missouri,0.009174,Nebraska,0.018349,New Jersey,0.009174,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:16:12+0000,Greenpeace USA,0,99,0,999,0.007937,Alabama,0.006614,Rhode Island,0.005291,New Hampshire,0.017196,New Jersey,0.015873,New Mexico,0.054233,New York,0.031746,North Carolina,0.034392,Ohio,0.01455,Oklahoma,0.035714,Oregon,0.06746,Pennsylvania,0.010582,South Carolina,0.003968,Nebraska,0.001323,South Dakota,0.019841,Tennessee,0.037037,Texas,0.005291,Utah,0.006614,Vermont,0.026455,Virginia,0.026455,Washington,0.003968,West Virginia,0.019841,Wisconsin,0.005291,Wyoming,0.01455,Nevada,0.006614,Montana,0.002646,Alaska,0.041005,Illinois,0.030423,Arizona,0.003968,Arkansas,0.085979,California,0.035714,Colorado,0.010582,Connecticut,0.005291,Delaware,0.051587,Florida,0.02381,Georgia,0.003968,Hawaii,0.007937,Idaho,0.037037,Indiana,0.013228,Missouri,0.01455,Iowa,0.007937,Kansas,0.011905,Kentucky,0.005291,Louisiana,0.010582,Maine,0.015873,Maryland,0.021164,Massachusetts,0.048942,Michigan,0.026455,Minnesota,0.003968,Mississippi,0.001323,North Dakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:16:04+0000,Greenpeace USA,0,99,1000,4999,0.003523,Alabama,0.036739,Pennsylvania,0.010065,Nevada,0.009059,New Hampshire,0.018621,New Jersey,0.010569,New Mexico,0.075994,New York,0.020634,North Carolina,0.00151,North Dakota,0.045798,Ohio,0.009562,Oklahoma,0.022647,Oregon,0.004529,Rhode Island,0.006039,Montana,0.005536,South Carolina,0.00151,South Dakota,0.011072,Tennessee,0.041772,Texas,0.005536,Utah,0.009562,Vermont,0.020131,Virginia,0.031706,Washington,0.004529,West Virginia,0.017614,Wisconsin,0.002516,Nebraska,0.015601,Missouri,0.00302,Alaska,0.006039,Idaho,0.02617,Arizona,0.002013,Arkansas,0.143432,California,0.037745,Colorado,0.016105,Connecticut,0.00302,Delaware,0.00302,"Washington, District of Columbia",0.067942,Florida,0.019124,Georgia,0.004026,Hawaii,0.053347,Illinois,0.002516,Mississippi,0.022144,Indiana,0.007549,Iowa,0.008556,Kansas,0.016608,Kentucky,0.004026,Louisiana,0.009562,Maine,0.010065,Maryland,0.0307,Massachusetts,0.041772,Michigan,0.016608,Minnesota,0.002516,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:15:54+0000,Greenpeace USA,100,499,10000,49999,0.004441,Alabama,0.046516,Pennsylvania,0.009935,Nevada,0.006364,New Hampshire,0.023029,New Jersey,0.009202,New Mexico,0.064555,New York,0.025043,North Carolina,0.001328,North Dakota,0.052422,Ohio,0.005723,Oklahoma,0.025227,Oregon,0.005219,Rhode Island,0.004121,Montana,0.007554,South Carolina,0.001465,South Dakota,0.012682,Tennessee,0.050728,Texas,0.00554,Utah,0.005082,Vermont,0.02074,Virginia,0.032552,Washington,0.003983,West Virginia,0.018863,Wisconsin,0.005357,Nebraska,0.018954,Missouri,0.003251,Alaska,0.004304,Idaho,0.02486,Arizona,0.004761,Arkansas,0.122516,California,0.042624,Colorado,0.015658,Connecticut,0.002701,Delaware,0.002381,"Washington, District of Columbia",0.072612,Florida,0.013964,Georgia,0.004029,Hawaii,0.041846,Illinois,0.001465,Mississippi,0.027241,Indiana,0.01021,Iowa,0.00847,Kansas,0.015017,Kentucky,0.004166,Louisiana,0.006593,Maine,0.015704,Maryland,0.025822,Massachusetts,0.044822,Michigan,0.016757,Minnesota,0.001602,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:15:54+0000,Greenpeace USA,0,99,0,999,0.030303,Arizona,0.090909,New York,0.010101,Texas,0.010101,Maryland,0.010101,Kentucky,0.010101,Delaware,0.010101,West Virginia,0.040404,Washington,0.020202,Virginia,0.040404,Tennessee,0.050505,Pennsylvania,0.030303,Oregon,0.010101,Oklahoma,0.070707,Ohio,0.030303,North Carolina,0.060606,New Jersey,0.050505,California,0.010101,Nebraska,0.030303,Missouri,0.010101,Mississippi,0.070707,Minnesota,0.040404,Michigan,0.020202,Massachusetts,0.010101,Kansas,0.020202,Iowa,0.030303,Indiana,0.050505,Illinois,0.020202,Georgia,0.060606,Florida,0.020202,Connecticut,0.020202,Colorado,0.010101,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t let Trump and corporate polluters carry out their extinction plan to make a cheap buck. Sign our petition to tell Congress to protect the Endangered Species Act now!,2019-08-22T19:15:46+0000,Greenpeace USA,0,99,5000,9999,0.008094,Alabama,0.049224,Pennsylvania,0.011232,Nevada,0.004295,New Hampshire,0.028741,New Jersey,0.008094,New Mexico,0.071853,New York,0.024777,North Carolina,0.001982,North Dakota,0.038982,Ohio,0.011893,Oklahoma,0.015857,Oregon,0.004295,Rhode Island,0.004955,Montana,0.00892,South Carolina,0.002643,South Dakota,0.01817,Tennessee,0.080608,Texas,0.009746,Utah,0.001487,Vermont,0.021143,Virginia,0.021143,Washington,0.004955,West Virginia,0.02263,Wisconsin,0.003799,Nebraska,0.018005,Missouri,0.002643,Alaska,0.006112,Idaho,0.029072,Arizona,0.00892,Arkansas,0.105715,California,0.028081,Colorado,0.015692,Connecticut,0.002973,Delaware,0.002147,"Washington, District of Columbia",0.080938,Florida,0.023786,Georgia,0.00413,Hawaii,0.048398,Illinois,0.003304,Mississippi,0.022464,Indiana,0.006112,Iowa,0.010076,Kansas,0.013049,Kentucky,0.005946,Louisiana,0.006112,Maine,0.01371,Maryland,0.010902,Massachusetts,0.035679,Michigan,0.015857,Minnesota,0.000661,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:15:37+0000,Greenpeace USA,0,99,1000,4999,0.00037,Unknown,0.051092,Pennsylvania,0.011107,Nevada,0.007034,New Hampshire,0.017031,New Jersey,0.011847,New Mexico,0.051833,New York,0.026287,North Carolina,0.002221,North Dakota,0.050352,Ohio,0.018882,Oklahoma,0.017031,Oregon,0.004073,Rhode Island,0.008145,Montana,0.018141,South Carolina,0.002962,South Dakota,0.021474,Tennessee,0.049981,Texas,0.009256,Utah,0.004073,Vermont,0.027397,Virginia,0.03184,Washington,0.010367,West Virginia,0.027027,Wisconsin,0.006294,Nebraska,0.026287,Missouri,0.010367,Alabama,0.007034,Idaho,0.002221,Alaska,0.026657,Arizona,0.011477,Arkansas,0.074787,California,0.027397,Colorado,0.010367,Connecticut,0.003702,Delaware,0.062199,Florida,0.023695,Georgia,0.003332,Hawaii,0.041836,Illinois,0.006294,Mississippi,0.028508,Indiana,0.009996,Iowa,0.013328,Kansas,0.01629,Kentucky,0.008145,Louisiana,0.007775,Maine,0.013328,Maryland,0.012218,Massachusetts,0.044058,Michigan,0.017771,Minnesota,0.004813,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We need to stop Donald Trump from eliminating protections for endangered animals by executive order. Don’t wait, sign our petition to tell your Member of Congress to act now!",2019-08-22T19:15:36+0000,Greenpeace USA,0,99,1000,4999,0.008554,Alabama,0.023328,Oregon,0.006998,Nevada,0.006998,New Hampshire,0.026439,New Jersey,0.009331,New Mexico,0.068429,New York,0.027216,North Carolina,0.002333,North Dakota,0.045101,Ohio,0.007776,Oklahoma,0.056765,Pennsylvania,0.004666,Montana,0.006221,South Carolina,0.002333,South Dakota,0.017107,Tennessee,0.048989,Texas,0.006998,Utah,0.004666,Vermont,0.020995,Virginia,0.022551,Washington,0.003888,West Virginia,0.029549,Wisconsin,0.007776,Nebraska,0.027216,Missouri,0.006221,Alaska,0.004666,Idaho,0.031104,Arizona,0.005443,Arkansas,0.084759,California,0.033437,Colorado,0.020218,Connecticut,0.003888,Delaware,0.001555,"Washington, District of Columbia",0.064541,Florida,0.012442,Georgia,0.00311,Hawaii,0.045101,Illinois,0.00311,Mississippi,0.020995,Indiana,0.009331,Iowa,0.010109,Kansas,0.013219,Kentucky,0.008554,Louisiana,0.010109,Maine,0.012442,Maryland,0.024883,Massachusetts,0.045101,Michigan,0.032659,Minnesota,0.000778,Rhode Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"🚨 Time is running out. 🚨
Sign our petition to tell Congress to protect the Endangered Species Act from attacks by Donald Trump and his cronies.",2019-08-22T19:15:35+0000,Greenpeace USA,0,99,0,999,0.015038,Alabama,0.007519,Vermont,0.015038,North Carolina,0.045113,Ohio,0.015038,Pennsylvania,0.030075,South Carolina,0.015038,Tennessee,0.075188,Texas,0.015038,Utah,0.037594,Virginia,0.007519,New Mexico,0.030075,Washington,0.007519,West Virginia,0.015038,Wisconsin,0.007519,Wyoming,0.007519,Delaware,0.007519,"Washington, District of Columbia",0.007519,Hawaii,0.007519,Oklahoma,0.097744,New York,0.015038,New Jersey,0.037594,Arizona,0.015038,Indiana,0.015038,Arkansas,0.097744,California,0.015038,Colorado,0.022556,Connecticut,0.06015,Florida,0.022556,Georgia,0.015038,Idaho,0.022556,Illinois,0.030075,Kentucky,0.007519,Nevada,0.015038,Louisiana,0.030075,Maryland,0.022556,Massachusetts,0.015038,Michigan,0.022556,Minnesota,0.022556,Missouri,0.015038,Montana,0.007519,Nebraska,0.007519,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:15:33+0000,Greenpeace USA,0,99,1000,4999,0.012818,Alabama,0.003433,Rhode Island,0.006638,New Hampshire,0.020142,New Jersey,0.009842,New Mexico,0.061341,New York,0.027924,North Carolina,0.003204,North Dakota,0.054017,Ohio,0.011902,Oklahoma,0.021057,Oregon,0.054932,Pennsylvania,0.0103,South Carolina,0.006409,Nebraska,0.003662,South Dakota,0.0206,Tennessee,0.057221,Texas,0.008469,Utah,0.002518,Vermont,0.02266,Virginia,0.0309,Washington,0.008469,West Virginia,0.036393,Wisconsin,0.002976,Wyoming,0.00824,Nevada,0.005951,Montana,0.003662,Alaska,0.007553,Idaho,0.028382,Arizona,0.008469,Arkansas,0.07187,California,0.028382,Colorado,0.014649,Connecticut,0.002747,Delaware,0.000458,"Washington, District of Columbia",0.06363,Florida,0.018082,Georgia,0.005493,Hawaii,0.04097,Illinois,0.021286,Missouri,0.029068,Indiana,0.010071,Iowa,0.013733,Kansas,0.01854,Kentucky,0.007095,Louisiana,0.005951,Maine,0.01236,Maryland,0.01236,Massachusetts,0.042802,Michigan,0.016022,Minnesota,0.00412,Mississippi,0.000229,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We only have 60 days to get Congress to protect the Endangered Species Act from the Trump administration's attacks. Sign our petition now to tell your member of Congress to stop the Trump extinction plan!,2019-08-22T19:15:29+0000,Greenpeace USA,0,99,1000,4999,0.007641,Alabama,0.055874,Pennsylvania,0.008596,Nevada,0.008596,New Hampshire,0.024355,New Jersey,0.009312,New Mexico,0.058023,New York,0.034145,North Carolina,0.00191,North Dakota,0.04298,Ohio,0.014565,Oklahoma,0.01767,Oregon,0.006686,Rhode Island,0.005253,Montana,0.010984,South Carolina,0.004059,South Dakota,0.022445,Tennessee,0.049427,Texas,0.010506,Utah,0.004298,Vermont,0.018863,Virginia,0.027459,Washington,0.010745,West Virginia,0.029131,Wisconsin,0.006925,Nebraska,0.027221,Missouri,0.003104,Alaska,0.005969,Idaho,0.024355,Arizona,0.010984,Arkansas,0.076886,California,0.022445,Colorado,0.014804,Connecticut,0.004776,Delaware,0.000716,"Washington, District of Columbia",0.06256,Florida,0.016476,Georgia,0.004298,Hawaii,0.039398,Illinois,0.004298,Mississippi,0.024117,Indiana,0.018147,Iowa,0.010745,Kansas,0.015043,Kentucky,0.006447,Louisiana,0.007163,Maine,0.011223,Maryland,0.0351,Massachusetts,0.038682,Michigan,0.022445,Minnesota,0.002149,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t let Trump and corporate polluters carry out their extinction plan to make a cheap buck. Sign our petition to tell Congress to protect the Endangered Species Act now!,2019-08-22T19:15:28+0000,Greenpeace USA,0,99,0,999,0.036496,Arizona,0.007299,Alabama,0.007299,Tennessee,0.051095,Texas,0.014599,Utah,0.021898,Washington,0.007299,West Virginia,0.043796,Wisconsin,0.007299,Delaware,0.021898,Oregon,0.007299,Indiana,0.029197,Maryland,0.007299,Massachusetts,0.007299,Mississippi,0.007299,New Hampshire,0.021898,Vermont,0.072993,Pennsylvania,0.065693,Ohio,0.109489,California,0.014599,Kansas,0.029197,Colorado,0.014599,Connecticut,0.051095,Florida,0.029197,Georgia,0.036496,Illinois,0.021898,Iowa,0.029197,Kentucky,0.051095,North Carolina,0.007299,Louisiana,0.065693,Michigan,0.007299,Minnesota,0.021898,Missouri,0.007299,Nebraska,0.029197,New Jersey,0.021898,New York,0.014599,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
