ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region,region_distribution/124/percentage,region_distribution/124/region,region_distribution/125/percentage,region_distribution/125/region,region_distribution/126/percentage,region_distribution/126/region,region_distribution/127/percentage,region_distribution/127/region
"With the Mueller investigation producing a big, fat zero and impeachment looking uncertain at best, Democrats are turning to accusations of white supremacy as their next gambit to drive President Trump from office.",2019-08-09T15:53:40+0000,The Washington Times,100,499,10000,49999,0.02794,Alabama,0.040256,Pennsylvania,0.009571,Nevada,0.004856,New Hampshire,0.01492,New Jersey,0.008093,New Mexico,0.038497,New York,0.034837,North Carolina,0.002534,North Dakota,0.050954,Ohio,0.021817,Oklahoma,0.01485,Oregon,0.002252,Rhode Island,0.005349,Montana,0.017806,South Carolina,0.003519,South Dakota,0.032655,Tennessee,0.084172,Texas,0.005278,Utah,0.001408,Vermont,0.025125,Virginia,0.023084,Washington,0.014076,West Virginia,0.017735,Wisconsin,0.00739,Nebraska,0.033852,Missouri,0.0038,Alaska,0.008516,Idaho,0.031529,Arizona,0.016539,Arkansas,0.059117,California,0.011612,Colorado,0.007249,Connecticut,0.002393,Delaware,0.000211,"Washington, District of Columbia",0.061651,Florida,0.024421,Georgia,0.002534,Hawaii,0.034978,Illinois,0.01295,Mississippi,0.027588,Indiana,0.01126,Iowa,0.014709,Kansas,0.026744,Kentucky,0.016468,Louisiana,0.005982,Maine,0.009571,Maryland,0.011753,Massachusetts,0.040467,Michigan,0.012387,Minnesota,0.002745,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Christian Picciolini discusses the mainstreaming of white nationalism, what it takes to de-radicalize far-right extremists, and why the problem is metastasizing. White-supremacist terrorists-the ones who have left dozens dead in attacks in Pittsburgh, New Zealand, and El Paso, Texas, in recent months-aren't just trying to outdo one another, he told us. They're trying to outdo Timothy McVeigh, the anti-government terrorist who blew up an Oklahoma City federal building and killed more than 100 people in 1995-the worst terrorist attack in the United States before September 11, 2001.",2019-08-09T03:23:58+0000,Portside,0,99,1000,4999,0.001267,Iowa,0.004054,Lares,0.003547,Salinas,0.006334,San Germán,0.00532,Río Grande,0.006334,Quebradillas,0.002787,Peñuelas,0.00152,Patillas,0.001773,Orocovis,0.001013,Naranjito,0.005067,Morovis,0.006334,Moca,0.00076,Maunabo,0.028123,Mayagüez,0.004814,Manatí,0.003547,Lajas,0.008361,San Sebastián,0.004307,Juana Díaz,0.005067,Juncos,0.00228,Jayuya,0.008867,Hatillo,0.00532,Gurabo,0.003294,Guayanilla,0.002027,Guánica,0.00076,Florida,0.001773,Comerío,0.004307,Corozal,0.005827,Cidra,0.004054,Coamo,0.001773,Ciales,0.002787,San Lorenzo,0.000253,Toa Alta,0.006334,Camuy,0.001773,Ceiba,0.161895,San Juan,0.004054,Sabana Grande,0.039524,Ponce,0.0038,Naguabo,0.008107,Las Piedras,0.009881,Isabela,0.010388,Humacao,0.004814,Guayama,0.015961,Guaynabo,0.006334,Fajardo,0.006587,Dorado,0.008361,Cayey,0.027616,Carolina,0.002787,Cataño,0.001267,Santa Isabel,0.032176,Caguas,0.014695,Arecibo,0.003294,Aibonito,0.016468,Aguadilla,0.005067,Rincón,0.0038,Vieques,0.00304,Yabucoa,0.002534,Villalba,0.004054,Utuado,0.003547,Vega Alta,0.00456,Vega Baja,0.009628,Toa Baja,0.008107,Trujillo Alto,0.00532,Canóvanas,0.010134,Cabo Rojo,0.000507,Montana,0.00228,Connecticut,0.008107,Maryland,0.000507,Maine,0.012414,Louisiana,0.0038,Kentucky,0.001267,Kansas,0.006334,Indiana,0.00532,Illinois,0.001267,Idaho,0.001773,Hawaii,0.010134,Georgia,0.019508,Florida,0.001773,"Washington, District of Columbia",0.002787,Delaware,0.00228,Colorado,0.010134,Michigan,0.023562,California,0.003547,Arkansas,0.003294,Arizona,0.001773,Alaska,0.004054,Alabama,0.000507,Maricao,0.003547,Luquillo,0.001773,Hormigueros,0.001013,Culebra,0.001267,Loíza,0.000253,Rhode Island,0.00076,North Dakota,0.00076,New Hampshire,0.004307,Massachusetts,0.002027,Minnesota,0.003547,Barranquitas,0.000507,Utah,0.004307,Barceloneta,0.07018,Bayamón,0.00456,Añasco,0.00304,Arroyo,0.00228,Aguas Buenas,0.006081,Aguada,0.003294,Adjuntas,0.00152,Wyoming,0.0038,Wisconsin,0.001267,West Virginia,0.004814,Washington,0.011654,Virginia,0.00076,Vermont,0.03851,Texas,0.007854,Mississippi,0.007854,Tennessee,0.00076,South Dakota,0.00456,South Carolina,0.011148,Pennsylvania,0.00228,Oregon,0.002787,Oklahoma,0.017228,Ohio,0.011908,North Carolina,0.012921,New York,0.001013,New Mexico,0.010388,New Jersey,0.001773,Nevada,0.001013,Nebraska,0.008867,Missouri,0.00532,Yauco
"We are now observing the next assault on Trump after the miserable failure of the Russian Collusion and Mueller hoax. That was such a failure as a coup against The president that they are going crazy.

The new full court press ATTACK is calling The President a racist and the reason for the mass shootings and blaming him for those terrible acts of violence. It is the talking points by every liberal and by every MSM channel. It is verbatim mass repetition of this lie and slander !

It is so orchestrated and false and not spontaneous, despite their rhetoric and attempt to portray it as fact and authentic outrage ! He is now racist and a white supremacist too.

Of course this is after being called an antisemite and every other phobia word and vilifying ""ist ""ending word.

It will not end with this, expect more ! This is the unfortunate state of affairs the country finds itself in.

 Fight back against the disinformation and hate being spewed  every day against The president and Conservatives which is destroying the country.

It is all about the power, which they have lost !",2019-08-08T20:37:12+0000,Woo the People,0,99,1000,4999,0.00162,Hawaii,0.025599,New York,0.034025,Michigan,0.009397,Minnesota,0.020415,Mississippi,0.034025,Missouri,0.006157,Montana,0.006481,Nebraska,0.010693,Nevada,0.001944,New Hampshire,0.006805,New Jersey,0.033377,North Carolina,0.004861,Maryland,0.03208,Ohio,0.033052,Oklahoma,0.012638,Oregon,0.035645,Pennsylvania,0.00324,South Dakota,0.030136,Tennessee,0.078743,Texas,0.018146,Virginia,0.01523,Washington,0.020415,West Virginia,0.003889,Massachusetts,0.003889,Maine,0.000972,Rhode Island,0.031432,Arkansas,0.006805,Iowa,0.014258,New Mexico,0.006157,Utah,0.002592,North Dakota,0.012314,South Carolina,0.002916,Wyoming,0.00162,Vermont,0.037265,Alabama,0.00324,Alaska,0.04407,Arizona,0.155541,California,0.015554,Louisiana,0.010045,Colorado,0.002916,Connecticut,0.002592,Delaware,0.038237,Florida,0.019119,Georgia,0.008749,Idaho,0.029488,Illinois,0.023655,Indiana,0.012314,Kansas,0.023007,Kentucky,0.012638,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are now observing the next assault on Trump after the miserable failure of the Russian Collusion and Mueller hoax. That was such a failure as a coup against The president that they are going crazy.

The new full court press ATTACK is calling The President a racist and the reason for the mass shootings and blaming him for those terrible acts of violence. It is the talking points by every liberal and by every MSM channel. It is verbatim mass repetition of this lie and slander !

It is so orchestrated and false and not spontaneous, despite their rhetoric and attempt to portray it as fact and authentic outrage ! He is now racist and a white supremacist too.

Of course this is after being called an antisemite and every other phobia word and vilifying ""ist ""ending word.

It will not end with this, expect more ! This is the unfortunate state of affairs the country finds itself in.

 Fight back against the disinformation and hate being spewed  every day against The president and Conservatives which is destroying the country.

It is all about the power, which they have lost !",2019-08-08T20:36:04+0000,Woo the People,0,99,1000,4999,0.000636,Hawaii,0.002862,North Dakota,0.037838,Missouri,0.005723,Montana,0.006677,Nebraska,0.009539,Nevada,0.001908,New Hampshire,0.005405,New Jersey,0.014944,New Mexico,0.026391,New York,0.03434,North Carolina,0.035612,Ohio,0.009221,Minnesota,0.032114,Oklahoma,0.013355,Oregon,0.040382,Pennsylvania,0.011765,South Carolina,0.003498,South Dakota,0.026073,Tennessee,0.077266,Texas,0.019396,Virginia,0.016534,Washington,0.017488,West Virginia,0.020032,Mississippi,0.027663,Michigan,0.000954,Vermont,0.168521,California,0.00159,Connecticut,0.009539,Colorado,0.003498,Maine,0.005723,Utah,0.002544,Wyoming,0.003816,Alaska,0.000636,Rhode Island,0.034022,Alabama,0.036884,Arizona,0.028935,Arkansas,0.002226,Delaware,0.004134,Massachusetts,0.042289,Florida,0.017806,Georgia,0.008903,Idaho,0.023847,Illinois,0.022576,Indiana,0.007949,Iowa,0.015262,Kansas,0.024801,Kentucky,0.017488,Louisiana,0.005087,Maryland,0.014308,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nearly two years ago, the largest and most violent public gathering of white supremacists in decades took over the streets of Charlottesville. White supremacists have committed at least 73 murders since then. This includes mass shootings in Pittsburgh, Poway and El Paso, the deadliest white supremacist attack in more than 50 years. This is how Unite the Right continues to influence extremists: http://j.mp/31p37pk",2019-08-08T17:00:53+0000,Anti-Defamation League,100,499,50000,99999,0.02177,Alabama,0.030825,Pennsylvania,0.009923,Nevada,0.003285,New Hampshire,0.014104,New Jersey,0.013182,New Mexico,0.040614,New York,0.034284,North Carolina,0.002885,North Dakota,0.039639,Ohio,0.016881,Oklahoma,0.017549,Oregon,0.002631,Rhode Island,0.004835,Montana,0.015733,South Carolina,0.004167,South Dakota,0.02579,Tennessee,0.103239,Texas,0.006638,Utah,0.002257,Vermont,0.017937,Virginia,0.024708,Washington,0.007599,West Virginia,0.020127,Wisconsin,0.010457,Nebraska,0.021129,Missouri,0.003165,Alaska,0.005823,Idaho,0.028047,Arizona,0.015225,Arkansas,0.105603,California,0.013636,Colorado,0.007025,Connecticut,0.002457,Delaware,0.001109,"Washington, District of Columbia",0.052007,Florida,0.030798,Georgia,0.004648,Hawaii,0.039052,Illinois,0.012407,Mississippi,0.027406,Indiana,0.012688,Iowa,0.014437,Kansas,0.019472,Kentucky,0.01393,Louisiana,0.004447,Maine,0.010524,Maryland,0.012394,Massachusetts,0.034444,Michigan,0.014571,Minnesota,0.002497,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After the El Paso shooting, Republicans are refusing to pass any border security bills. These cowards would rather keep the border wide open than risk being branded a ""white supremacist"" by the Left...",2019-08-08T16:40:42+0000,Conservative Daily,0,99,1000,4999,0.00131,South Dakota,0.02554,New York,0.016372,Kansas,0.024885,Kentucky,0.015062,Louisiana,0.006549,Maryland,0.009168,Massachusetts,0.034054,Michigan,0.020301,Mississippi,0.043222,Missouri,0.011788,Nevada,0.034054,North Carolina,0.02816,Indiana,0.045187,Ohio,0.028815,Oklahoma,0.014407,Oregon,0.032744,Pennsylvania,0.018337,South Carolina,0.042567,Tennessee,0.102816,Texas,0.024231,Washington,0.020301,West Virginia,0.015062,Wisconsin,0.007859,Iowa,0.037328,Illinois,0.003274,Alaska,0.007859,Maine,0.003274,Delaware,0.000655,Hawaii,0.005239,Montana,0.003274,North Dakota,0.000655,Rhode Island,0.000655,Vermont,0.018337,Arizona,0.02554,Arkansas,0.009168,Colorado,0.005239,Connecticut,0.007204,Minnesota,0.011133,Idaho,0.006549,Nebraska,0.001965,New Hampshire,0.009823,New Jersey,0.009823,New Mexico,0.007204,Utah,0.02685,Virginia,0.032089,Alabama,0.054355,California,0.056974,Florida,0.026195,Georgia,0.006549,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consider ICE's latest move against immigrants- http://bit.ly/2YSUZM3,2019-08-08T13:39:42+0000,Conor Bentley,0,99,0,999,1,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tucker Carlson's comment that white supremacy is a ""hoax"" is a dangerous lie.  It's especially vile that he said this as 22 families are still grieving their loved ones being killed Saturday in El Paso by a white supremacist. Plus as I can personally attest to, white supremacist violence is very real.  My new Article for NBC News.com's Think page. Hope you check it out: https://www.nbcnews.com/think/opinion/tucker-carlson-s-white-supremacy-hoax-comments-are-dangerous-they-ncna1040066",2019-08-08T13:17:01+0000,Dean Obeidallah,0,99,0,999,0.020067,Alabama,0.003344,Rhode Island,0.053512,New Jersey,0.016722,New Mexico,0.076923,New York,0.026756,North Carolina,0.046823,Ohio,0.010033,Oklahoma,0.003344,Oregon,0.036789,Pennsylvania,0.010033,South Carolina,0.013378,Nevada,0.013378,Tennessee,0.06689,Texas,0.003344,Utah,0.026756,Virginia,0.050167,Washington,0.006689,West Virginia,0.023411,Wisconsin,0.003344,Wyoming,0.003344,Alaska,0.006689,New Hampshire,0.016722,Nebraska,0.016722,Arizona,0.016722,Iowa,0.086957,California,0.006689,Colorado,0.006689,Connecticut,0.040134,Florida,0.016722,Georgia,0.006689,Hawaii,0.006689,Idaho,0.036789,Illinois,0.023411,Indiana,0.020067,Kansas,0.010033,Montana,0.010033,Kentucky,0.006689,Louisiana,0.003344,Maine,0.016722,Maryland,0.020067,Massachusetts,0.056856,Michigan,0.023411,Minnesota,0.006689,Mississippi,0.020067,Missouri,0.003344,"Washington, District of Columbia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TWO YEARS AFTER CHARLOTTESVILLE, AMERICA IS MOVING TOWARD A RACE WAR 

 by Gail Sheehy

Our current race war didn't start with El Paso and Dayton.  It didn’t start with Charlottesville,

 whose residents grieve again this weekend on the second anniversary of the white supremacist invasion of that once peaceful college town.    

It started 400 years ago when the first African slaves were shipped to Jamestown, VA.

Its latest revival began before the invasion of Charlottesville. Months before the invasion,  probes by the white supremacists began to prompt police to use tear gas on its own residents.

""I remember it like it was yesterday,"" the closest friend of victim Heather Heyer told me. Lindsey Reisser and her boyfriend Carl Thomas had gone out of town to a concert that weekend. Her phone kept vibrating. She didn't take the call until the music stopped and a mutual friend told her that Heather was run over and lay in the street, stone cold dead. 

On hearing the news, Lindsey collapsed on the concert's stone floor. 

""What am I doing up here when my city's on fire,"" Carl Thomas moaned.  Lindsey’s African-American boyfriend broke down when he got back to work as a hotel room service delivery man. Carl told me that that day, ""When Trump says, 'We're going to make America great again,' I hear he's going to make America white again. In that America, my grandfather was beaten in the streets. Charlottesville is my town. I was born here. They can't hijack our city."" 

Today, I was among many journalists to sign on to a phone conference hosted by a coalition of Charlottesville activists. They are demanding that Twitter shut down hate speech and white supremacists. #ChangeTheTerms is their demand.  But how?

""This weekend marks the second anniversary of the 'Unite the Right Rally' in Charlottesville,” began  Jessica Gonzalez, co-founder of a coalition of 55 human, civil, and digital rights groups led by people of color, women, LGBTQ, white, black and brown activists. “Since then, our country has experienced white supremacy and violence in El Paso, Dayton, Pittsburgh, and well beyond. Twitter must acknowledge its role as a midwife for white nationalism.”

The coalition demands that Twitter ban white supremacists, white nationalists, neo-Nazis, and the violent extremists who organized the invasion of Charlottesville and are using their platform to energize the mounting race war. Twitter has hidden behind the false bromide that public conversations prevent hatred. 

The Charlottesville founder of Black Lives Matter, Don Gathers, hcacaad a strong response to a question from a journalist asking, “Is there a ban being called for on Donald Trump’s Twitter messages, many of which would qualify as hate speech?”

Lisa Woolfork, associate professor at University of Virginia, responded: “Change the Term has 55 members in the group; some are calling for that, but as a group we are not explicitly calling for that. “

Jessica Gonzalez added: “It’s notable that Facebook has banned white supremacists. Twitter has not.  I have seen Facebook purge many white supremacists off its site. Is it a perfect system? No.  Enforcement needs to be improved.”",2019-08-07T23:05:34+0000,Gail Sheehy,0,99,1000,4999,0.198205,California,0.005984,Delaware,0.002992,"Washington, District of Columbia",0.077786,Indiana,0.027674,Massachusetts,0.035901,New Jersey,0.103216,New York,0.132386,Ohio,0.104712,Pennsylvania,0.246073,Texas,0.065071,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's extremely terrible what's happened in El Paso and Dayton the last few days, and the loss of life is a horrible event. I'm sorry for the innocent people who died, and their families that are left to grieve. We hope these events never happen again. Not only in El Paso from a white supremacist, but also in Dayton from a Elizabeth Warren follower. [ 348 more words ]
https://www.commonsenseamericanpolitics.com/el-paso-and-dayton-tragedies-and-american-politics/",2019-08-07T16:17:35+0000,Steve McKern,100,499,10000,49999,0.000865,"Washington, District of Columbia",0.002423,Rhode Island,0.003807,New Hampshire,0.022238,New Jersey,0.00822,New Mexico,0.047331,New York,0.032794,North Carolina,0.004413,North Dakota,0.052609,Ohio,0.016786,Oklahoma,0.01471,Oregon,0.043177,Pennsylvania,0.018171,South Carolina,0.009085,Nebraska,0.004413,South Dakota,0.026824,Tennessee,0.082461,Texas,0.00649,Utah,0.001038,Vermont,0.021632,Virginia,0.023103,Washington,0.009691,West Virginia,0.017825,Wisconsin,0.002509,Wyoming,0.007355,Nevada,0.00398,Montana,0.022584,Alabama,0.046119,Illinois,0.003028,Alaska,0.017219,Arizona,0.011422,Arkansas,0.07277,California,0.012373,Colorado,0.008653,Connecticut,0.002682,Delaware,0.059098,Florida,0.02717,Georgia,0.003634,Hawaii,0.025439,Indiana,0.025266,Missouri,0.01644,Iowa,0.014623,Kansas,0.023362,Kentucky,0.014191,Louisiana,0.005019,Maine,0.011681,Maryland,0.020334,Massachusetts,0.034871,Michigan,0.019815,Minnesota,0.012893,Mississippi,0.005365,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""This should be easy.""",2019-08-07T15:27:54+0000,The Daily Wire,0,99,1000,4999,0.028143,Alabama,0.036898,Pennsylvania,0.00813,New Hampshire,0.016886,New Jersey,0.006879,New Mexico,0.04065,New York,0.019387,North Carolina,0.003752,North Dakota,0.060663,Ohio,0.02439,Oklahoma,0.010006,Oregon,0.004378,Rhode Island,0.00813,Nebraska,0.021889,South Carolina,0.004378,South Dakota,0.031895,Tennessee,0.095059,Texas,0.004378,Utah,0.001876,Vermont,0.021889,Virginia,0.020013,Washington,0.011257,West Virginia,0.022514,Wisconsin,0.009381,Nevada,0.005003,Montana,0.003752,Alaska,0.033771,Illinois,0.021889,Arizona,0.016886,Arkansas,0.053158,California,0.013759,Colorado,0.00813,Connecticut,0.006879,Delaware,0.061288,Florida,0.031895,Georgia,0.003752,Hawaii,0.006254,Idaho,0.034396,Indiana,0.020013,Missouri,0.016886,Iowa,0.011257,Kansas,0.027517,Kentucky,0.017511,Louisiana,0.005629,Maine,0.008755,Maryland,0.01626,Massachusetts,0.034396,Michigan,0.01626,Minnesota,0.009381,Mississippi,0.002502,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump says he doesn't advocate violence. See for yourself. Trump's Hate Speech inspires White Supremacist to harm Jews, Immigrants, Blacks and Women. We can’t sit back and wait while Congress decides whether or not to Impeach him. We are on a mission to Dump Trump. Are you with us?",2019-08-07T04:06:30+0000,PoliDust,0,99,0,999,0.315467,California,0.049005,Colorado,0.148545,Illinois,0.019908,Maine,0.035222,Nevada,0.038285,New Mexico,0.191424,New York,0.052067,Oregon,0.070444,Virginia,0.079632,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
