ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.014925,Alabama,0.014925,Nebraska,0.014925,Utah,0.208955,Texas,0.014925,Tennessee,0.014925,South Carolina,0.044776,Pennsylvania,0.014925,Oklahoma,0.029851,Ohio,0.029851,New York,0.014925,New Mexico,0.029851,New Jersey,0.014925,Mississippi,0.014925,Alaska,0.059701,Michigan,0.014925,Maryland,0.059701,Louisiana,0.044776,Kentucky,0.014925,Iowa,0.029851,Illinois,0.044776,Georgia,0.134328,Florida,0.014925,Colorado,0.014925,Arkansas,0.014925,Arizona,0.074627,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.011628,Alabama,0.011628,Missouri,0.011628,Washington,0.162791,Texas,0.011628,Tennessee,0.011628,South Dakota,0.046512,South Carolina,0.05814,Pennsylvania,0.011628,Oklahoma,0.081395,Ohio,0.046512,North Carolina,0.023256,New York,0.011628,New Jersey,0.023256,Nevada,0.011628,Montana,0.023256,Minnesota,0.023256,Arkansas,0.011628,Michigan,0.046512,Massachusetts,0.011628,Maryland,0.011628,Maine,0.034884,Louisiana,0.034884,Kentucky,0.011628,Iowa,0.023256,Indiana,0.023256,Illinois,0.05814,Georgia,0.116279,Florida,0.011628,Delaware,0.011628,Connecticut,0.011628,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.035714,Alabama,0.011905,Nevada,0.035714,Virginia,0.119048,Texas,0.011905,South Dakota,0.02381,South Carolina,0.011905,Rhode Island,0.035714,Pennsylvania,0.011905,Oregon,0.047619,Oklahoma,0.083333,Ohio,0.011905,North Dakota,0.083333,North Carolina,0.095238,New York,0.011905,Nebraska,0.011905,Arizona,0.035714,Mississippi,0.011905,Minnesota,0.02381,Michigan,0.011905,Massachusetts,0.011905,Maine,0.011905,Louisiana,0.02381,Kentucky,0.011905,Iowa,0.02381,Indiana,0.011905,Illinois,0.071429,Georgia,0.071429,Florida,0.011905,Colorado,0.02381,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.018182,Alabama,0.072727,Michigan,0.054545,Texas,0.018182,South Carolina,0.072727,Pennsylvania,0.018182,Oregon,0.109091,Ohio,0.054545,North Carolina,0.054545,New York,0.018182,Nevada,0.090909,Missouri,0.018182,Mississippi,0.018182,Minnesota,0.036364,Maryland,0.018182,Alaska,0.018182,Louisiana,0.036364,Kentucky,0.036364,Kansas,0.018182,Iowa,0.018182,Indiana,0.018182,Hawaii,0.018182,Georgia,0.090909,Florida,0.018182,"Washington, District of Columbia",0.018182,Delaware,0.018182,Arkansas,0.018182,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.022472,Alabama,0.078652,Pennsylvania,0.011236,New Mexico,0.033708,New York,0.011236,North Dakota,0.033708,Ohio,0.022472,Oklahoma,0.067416,Oregon,0.011236,South Carolina,0.011236,Nebraska,0.011236,South Dakota,0.011236,Tennessee,0.067416,Texas,0.05618,Virginia,0.022472,Washington,0.011236,West Virginia,0.011236,New Jersey,0.033708,Missouri,0.044944,Arizona,0.033708,Idaho,0.011236,Arkansas,0.044944,California,0.022472,Colorado,0.011236,Connecticut,0.044944,Florida,0.05618,Georgia,0.033708,Illinois,0.011236,Minnesota,0.011236,Indiana,0.033708,Iowa,0.022472,Kansas,0.011236,Kentucky,0.022472,Maryland,0.011236,Massachusetts,0.033708,Michigan,0.011236,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.041667,Alabama,0.016667,Oregon,0.008333,New Hampshire,0.016667,New Jersey,0.004167,New Mexico,0.0375,New York,0.029167,North Carolina,0.004167,North Dakota,0.033333,Ohio,0.025,Oklahoma,0.079167,Pennsylvania,0.004167,Montana,0.008333,Rhode Island,0.016667,South Carolina,0.029167,Tennessee,0.054167,Texas,0.004167,Utah,0.025,Virginia,0.004167,Washington,0.020833,West Virginia,0.041667,Wisconsin,0.020833,Nebraska,0.041667,Missouri,0.016667,Arizona,0.025,Illinois,0.0125,Arkansas,0.0125,California,0.016667,Colorado,0.0125,Connecticut,0.004167,Delaware,0.041667,Florida,0.05,Georgia,0.004167,Idaho,0.033333,Indiana,0.008333,Mississippi,0.025,Iowa,0.020833,Kansas,0.016667,Kentucky,0.020833,Louisiana,0.016667,Maine,0.0125,Maryland,0.004167,Massachusetts,0.0625,Michigan,0.0125,Minnesota,0.004167,Wyoming,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.034392,Alabama,0.015873,Oregon,0.005291,Nevada,0.005291,New Hampshire,0.005291,New Jersey,0.005291,New Mexico,0.047619,New York,0.029101,North Carolina,0.055556,Ohio,0.018519,Oklahoma,0.039683,Pennsylvania,0.005291,Montana,0.044974,South Carolina,0.044974,Tennessee,0.095238,Texas,0.002646,Utah,0.007937,Vermont,0.026455,Virginia,0.002646,Washington,0.002646,West Virginia,0.02381,Wisconsin,0.013228,Nebraska,0.029101,Missouri,0.005291,Arizona,0.013228,Illinois,0.018519,Arkansas,0.015873,California,0.005291,Colorado,0.010582,Connecticut,0.005291,Delaware,0.111111,Florida,0.031746,Georgia,0.002646,Idaho,0.026455,Indiana,0.018519,Mississippi,0.021164,Iowa,0.013228,Kansas,0.034392,Kentucky,0.015873,Louisiana,0.005291,Maine,0.015873,Maryland,0.013228,Massachusetts,0.050265,Michigan,0.002646,Minnesota,0.002646,Wyoming,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.014925,Alabama,0.014925,New Hampshire,0.014925,Washington,0.014925,Virginia,0.014925,Utah,0.119403,Texas,0.044776,South Carolina,0.044776,Pennsylvania,0.044776,Oklahoma,0.059701,Ohio,0.044776,North Carolina,0.029851,New York,0.044776,Missouri,0.074627,Arizona,0.044776,Mississippi,0.014925,Minnesota,0.014925,Michigan,0.014925,Maryland,0.029851,Louisiana,0.044776,Indiana,0.029851,Illinois,0.029851,Georgia,0.059701,Florida,0.044776,Colorado,0.059701,California,0.029851,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.009901,Alabama,0.049505,New Jersey,0.019802,West Virginia,0.009901,Washington,0.009901,Virginia,0.009901,Vermont,0.188119,Texas,0.009901,Tennessee,0.019802,South Dakota,0.049505,South Carolina,0.009901,Pennsylvania,0.009901,Oregon,0.089109,Ohio,0.039604,North Carolina,0.019802,New York,0.009901,New Hampshire,0.009901,Arizona,0.009901,Mississippi,0.009901,Minnesota,0.049505,Michigan,0.009901,Massachusetts,0.029703,Kentucky,0.009901,Kansas,0.039604,Indiana,0.049505,Illinois,0.009901,Idaho,0.049505,Georgia,0.09901,Florida,0.009901,Colorado,0.019802,California,0.029703,Arkansas,0.009901,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.014599,Alabama,0.007299,Oklahoma,0.014599,Nebraska,0.007299,Nevada,0.007299,New Jersey,0.080292,New York,0.029197,North Carolina,0.087591,Ohio,0.043796,Pennsylvania,0.021898,Mississippi,0.007299,South Carolina,0.007299,Tennessee,0.131387,Texas,0.014599,Utah,0.021898,Virginia,0.014599,Washington,0.029197,Wisconsin,0.021898,Missouri,0.007299,Minnesota,0.007299,Alaska,0.051095,Georgia,0.007299,Arizona,0.007299,Arkansas,0.029197,California,0.014599,Colorado,0.021898,Connecticut,0.007299,Delaware,0.080292,Florida,0.007299,Illinois,0.058394,Michigan,0.021898,Indiana,0.007299,Iowa,0.007299,Kansas,0.021898,Kentucky,0.029197,Louisiana,0.007299,Maryland,0.029197,Massachusetts,0.014599,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.019753,Alabama,0.032099,Pennsylvania,0.007407,New Hampshire,0.024691,New Jersey,0.02963,New York,0.083951,North Carolina,0.009877,North Dakota,0.061728,Ohio,0.012346,Oklahoma,0.049383,South Carolina,0.007407,Nebraska,0.007407,South Dakota,0.037037,Tennessee,0.08642,Texas,0.002469,Vermont,0.044444,Virginia,0.007407,Washington,0.022222,West Virginia,0.009877,Wisconsin,0.002469,Nevada,0.024691,Missouri,0.007407,Arizona,0.009877,Indiana,0.012346,Arkansas,0.009877,California,0.012346,Connecticut,0.007407,Delaware,0.093827,Florida,0.046914,Georgia,0.002469,Idaho,0.024691,Illinois,0.014815,Iowa,0.017284,Mississippi,0.007407,Kansas,0.024691,Kentucky,0.022222,Louisiana,0.002469,Maine,0.017284,Maryland,0.019753,Massachusetts,0.049383,Michigan,0.007407,Minnesota,0.007407,Wyoming,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.011364,Alabama,0.011364,Oregon,0.017045,Nevada,0.005682,New Jersey,0.034091,New York,0.056818,North Carolina,0.022727,North Dakota,0.073864,Ohio,0.011364,Oklahoma,0.028409,Pennsylvania,0.011364,Montana,0.005682,Rhode Island,0.005682,South Dakota,0.034091,Tennessee,0.153409,Texas,0.005682,Utah,0.028409,Virginia,0.022727,Washington,0.005682,West Virginia,0.011364,Nebraska,0.017045,Missouri,0.034091,Arizona,0.017045,Illinois,0.017045,Arkansas,0.017045,California,0.011364,Colorado,0.005682,Connecticut,0.085227,Florida,0.034091,Georgia,0.017045,Idaho,0.011364,Indiana,0.011364,Mississippi,0.005682,Iowa,0.017045,Kansas,0.005682,Kentucky,0.039773,Louisiana,0.011364,Maryland,0.011364,Massachusetts,0.039773,Michigan,0.017045,Minnesota,0.017045,Wisconsin,,,,,,,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.010601,Alabama,0.035336,Pennsylvania,0.003534,New Hampshire,0.014134,New Jersey,0.024735,New York,0.038869,North Carolina,0.007067,North Dakota,0.042403,Ohio,0.031802,Oklahoma,0.003534,Oregon,0.028269,South Carolina,0.014134,Nebraska,0.003534,South Dakota,0.042403,Tennessee,0.123675,Texas,0.007067,Utah,0.003534,Vermont,0.014134,Virginia,0.014134,Washington,0.003534,West Virginia,0.003534,Nevada,0.003534,Montana,0.017668,Arizona,0.017668,Indiana,0.017668,Arkansas,0.035336,California,0.010601,Colorado,0.003534,Connecticut,0.088339,Florida,0.04947,Georgia,0.007067,Idaho,0.014134,Illinois,0.024735,Iowa,0.038869,Missouri,0.031802,Kansas,0.017668,Kentucky,0.031802,Louisiana,0.014134,Maine,0.007067,Maryland,0.010601,Massachusetts,0.038869,Michigan,0.031802,Minnesota,0.003534,Mississippi,0.014134,Wisconsin,,,,,,,,,,,,,,,,
🇺🇸Grab Yours Here => smarturl.it/2309iy ⬅,2019-08-23T08:43:46+0000,Libertee Shop,0,99,0,999,0.016575,Alabama,0.005525,Oregon,0.005525,New Hampshire,0.005525,New Mexico,0.038674,New York,0.027624,North Carolina,0.01105,North Dakota,0.077348,Ohio,0.022099,Oklahoma,0.049724,Pennsylvania,0.01105,Montana,0.027624,South Carolina,0.022099,Tennessee,0.104972,Texas,0.005525,Utah,0.005525,Virginia,0.01105,Washington,0.005525,West Virginia,0.027624,Wisconsin,0.022099,Nebraska,0.060773,Missouri,0.005525,Arizona,0.022099,Illinois,0.01105,Arkansas,0.022099,California,0.005525,Colorado,0.01105,Connecticut,0.055249,Florida,0.044199,Georgia,0.005525,Idaho,0.033149,Indiana,0.022099,Mississippi,0.01105,Iowa,0.01105,Kansas,0.016575,Kentucky,0.016575,Louisiana,0.016575,Maryland,0.016575,Massachusetts,0.077348,Michigan,0.027624,Minnesota,0.005525,Wyoming,,,,,,,,,,,,,,,,,,,,,,
