ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region
"Climate change is real, and we need a plan for a greener, more sustainable city.",2019-08-19T18:22:01+0000,"This is an Independent Expenditure prepared and paid for by the AFSCME Council 5 PEOPLE Fund, 300 Hardman Ave S, South St Paul, MN 55075. It is not coordinated with or approved by any candidate nor is any candidate responsible for it.",0,99,0,999,1,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liz De La Torre will ban “crisis pregnancy clinics” that lie to women about their options.,2019-08-19T18:22:01+0000,"This is an Independent Expenditure prepared and paid for by the AFSCME Council 5 PEOPLE Fund, 300 Hardman Ave S, South St Paul, MN 55075. It is not coordinated with or approved by any candidate nor is any candidate responsible for it.",0,99,0,999,1,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We deserve paid time to care for our families. It's time for a leader who can get it done.,2019-08-19T18:22:01+0000,"This is an Independent Expenditure prepared and paid for by the AFSCME Council 5 PEOPLE Fund, 300 Hardman Ave S, South St Paul, MN 55075. It is not coordinated with or approved by any candidate nor is any candidate responsible for it.",0,99,0,999,1,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For Over 25 Years Kat Copeland Has Been An Independent Prosecutor Protecting Our Families,2019-08-19T00:48:40+0000,Copeland for District Attorney,0,99,1000,4999,0.004962,Delaware,0.00458,New Jersey,0.990458,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Working people cannot wait for someone to solve our problems, we must organize ourselves to fight for power.  Both political parties represent big money, monopoly capital and corporate profit.  Only through unity & struggle to build a Workers Party for Peoples' Democracy, not paper democracy, will we represent our own interests against these enemies of the working class and oppressed peoples.

At the national level, defeating fascist Trump and the white supremacist Republican party is the primary job, but at the local level we must organize and mobilize our communities in independent campaigns, coalitions and united front to fight for more democracy, not less!  This is the only way forward for working people.  No one else will solve our problems for us.

CliffSmithWorkersParty.org
Build the Peoples' Democratic Workers' Party

https://secure.actblue.com/donate/cs4cd8?fbclid=IwAR0EB7yIzy_tPzniKju8A27cLXnoYHmFQ3JTs9vcgO3PJRwxppgRKSTJCHA",2019-08-18T19:28:45+0000,Cliff Smith Committee to Elect for Los Angeles City Council District 8 2020,0,99,0,999,0.025907,Arizona,0.020725,Oklahoma,0.020725,Kentucky,0.015544,Louisiana,0.025907,Massachusetts,0.046632,Michigan,0.031088,Missouri,0.005181,Nebraska,0.005181,New Hampshire,0.015544,New Mexico,0.010363,South Carolina,0.015544,Alaska,0.036269,Virginia,0.036269,Washington,0.005181,"Washington, District of Columbia",0.005181,Idaho,0.010363,Iowa,0.005181,Maine,0.010363,Oregon,0.015544,West Virginia,0.041451,Florida,0.010363,Alabama,0.010363,Arkansas,0.015544,Nevada,0.056995,California,0.015544,Colorado,0.005181,Connecticut,0.025907,Georgia,0.031088,Indiana,0.031088,Maryland,0.015544,Minnesota,0.015544,Mississippi,0.036269,New Jersey,0.005181,Vermont,0.056995,New York,0.036269,North Carolina,0.005181,North Dakota,0.041451,Ohio,0.062176,Pennsylvania,0.005181,Rhode Island,0.036269,Tennessee,0.067358,Texas,0.010363,Wisconsin,,,,,,,,,,,,,,,,
ONLY FEW ONLINE TICKETS REMAINING! Purchase your tix at www.jazzandartsjames.eventbrite.com. August 25th at Independent Grounds Cafe 6:00 pm!,2019-08-18T18:29:09+0000,Priscilla Diggs Costen,0,99,0,999,1,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come hear Senator Click Bishop and Representative Matt Claman talk on: ""Separation of Powers - why we support maintaining a fair, impartial, independent judiciary."" This event is a benefit for Justice Not Politics Alaska. We support a separation of governmental powers and work to preserve Alaska's merit-based process for selecting and retaining judges from increased political influence.",2019-08-18T17:58:28+0000,Justice Not Politics Alaska,0,99,0,999,0.997899,Alaska,0.002101,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wow. You would think that a former Prosecutor and Judge,  with access to a plethora or resources would be familiar with the fact that an autopsy is conducted within 48 hours of a suspicious death. This is because after that timeframe, evidence, such as DNA, starts to deteriorate, as the body begins to decay. I mean, she was in law enforcement, was she not?

Also, you would think a ""journalist"" with access to other resources, and also a yahoo search, would be able to find out that representatives for Jeffery Epstein were actually present at said autopsy as to observe, for obvious reasons. 

But I digress.",2019-08-18T17:13:41+0000,AGayIndependent,0,99,0,999,0.130952,California,0.055556,"Washington, District of Columbia",0.138889,Georgia,0.06746,Maryland,0.607143,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent candidate. It’s time to erase party lines . Get back to doing the people’s work.,2019-08-18T14:46:10+0000,Jeffery Cady for Congress TX11,0,99,1000,4999,1,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The City of Hartford pays $4.5 million annually to the private owners of the stadium. They in turn should pay our people a living wage! 

As your next mayor, I will fight to ensure every worker at Dunkin Donuts Park is paid a Living Wage and given the chance to join a union.

Here's what's going wrong:
❌ Bronin has decided that the provisions of Hartford’s Living Wage Ordinance magically do not apply to the workers at Dunkin Donuts Park. That’s ridiculous. 

❌ Additionally, Bronin has failed to staff the Office of Human Relations which is responsible for enforcement of the Living Wage Ordinance—even though the city council reinstated the independent office nearly two years ago. That’s even more ridiculous. 

❌ And shockingly, Bronin was quoted two days ago in the Hartford Courant as being both “pleased” and “satisfied” with the employment situation of Hartford residents at the stadium. That’s unacceptable. 

Here's what we're going to bring back: 
✅ Enforcement of our Living Wage Ordinance! 

Every private entity that gets that much money from Hartford taxpayers should be paying Hartford residents a living wage. I have a long history of fighting for Hartford residents to earn a fair wage and organize, and I won’t let the objections of wealthy corporate interests stop me from fighting for the right of our residents to build a brighter economic future.",2019-08-18T14:23:35+0000,"Perez for Hartford, Ed Jason Treasurer. Approved by Eddie Perez.",100,499,5000,9999,0.004665,Alabama,0.002691,South Carolina,0.005741,New Jersey,0.001794,New Mexico,0.017402,New York,0.00592,North Carolina,0.003767,Ohio,0.001435,Oklahoma,0.000718,Oregon,0.006279,Pennsylvania,0.001256,Rhode Island,0.000538,South Dakota,0.001615,Nevada,0.004485,Tennessee,0.019734,Texas,0.001794,Utah,0.000359,Vermont,0.004126,Virginia,0.003409,Washington,0.000897,West Virginia,0.001973,Wisconsin,0.000179,Delaware,0.000538,New Hampshire,0.002153,Missouri,0.00305,Arizona,0.005203,Illinois,0.000897,Arkansas,0.013276,California,0.001256,Colorado,0.813061,Connecticut,0.001256,"Washington, District of Columbia",0.027449,Florida,0.006997,Georgia,0.000538,Hawaii,0.000718,Idaho,0.002332,Indiana,0.001256,Mississippi,0.001076,Iowa,0.001435,Kansas,0.002332,Kentucky,0.002153,Louisiana,0.000359,Maine,0.002512,Maryland,0.012379,Massachusetts,0.005203,Michigan,0.001615,Minnesota,0.000179,North Dakota,,,,,,,,
#openenrollment is coming,2019-08-18T00:30:52+0000,Joseph Covell,0,99,0,999,0.042296,New Jersey,0.957704,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#openenrollment is coming,2019-08-18T00:29:21+0000,Joseph Covell,0,99,0,999,1,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump on Japan's trade deficit
.
.
.
.
.
.
.
#japan #trade #deficit #tradedeficit #election2020 #election #democraticparty #democrat #republican #trump #truth #facts #factcheck #factchecking #fact #republicanparty",2019-08-17T23:59:24+0000,Independent University Students,0,99,0,999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LEGO is now running on 100% renewable energy after reaching its target three years ahead of schedule. To celebrate, they broke a Guinness World Record by building a wind turbine out of 146,000 LEGO bricks. 

We applaud the LEGO Group for their commitment to creating a cleaner – and more fun – world for future generations!",2019-08-17T17:34:54+0000,POET. ,0,99,1000,4999,0.163339,Arizona,0.397459,California,0.179673,Colorado,0.012704,"Washington, District of Columbia",0.057169,Nevada,0.107078,Oregon,0.082577,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trump. Pence. Harding. 

The window of the Rockbridge Republicans office. 

Elliott Harding is running against Creigh Deeds as an ""Independent"" rather than a Republican. But don't be fooled. Harding is a recent chair of the Albemarle Republicans, was a staffer for Rep. Tom Garrett, and is a current member of the 5th District Republican committee. He was a lawyer for the pro-statue lawsuit and endorses Republican policies.

So why run away from the Republican label? Oh, right - it's a Dem-leaning district... 

#TrueColors 
#SpreadTheWord",2019-08-17T16:46:35+0000,Albemarle County Democratic Party,0,99,1000,4999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Lorei is a well-known local media personality in the Tampa Bay area.,2019-08-17T15:58:34+0000,Wanda Grubbs Schwerer independent of any candidate or committee,0,99,0,999,0.012987,California,0.019481,"Washington, District of Columbia",0.006494,Georgia,0.006494,New York,0.006494,Colorado,0.863636,Florida,0.006494,Iowa,0.006494,Kansas,0.012987,Michigan,0.006494,Nevada,0.006494,New Jersey,0.012987,New Mexico,0.006494,Oregon,0.012987,Pennsylvania,0.006494,South Dakota,0.006494,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"☀️🇺🇲️☀️🇺🇲️☀️🇺🇲️☀️ FEELING GUILTY about turning down your AC?

Solar energy will LOWER YOUR AC BILL...

With a few clicks... take a step toward years of savings!

To receive no-cost, no-obligation solar energy assistance, click here: https://bit.ly/2Yq6wXY",2019-08-17T15:32:14+0000,"Robert Green, an independent freelance internet marketer",0,99,0,999,0.058824,Arizona,0.248082,California,0.025575,Colorado,0.012788,Connecticut,0.196931,Florida,0.012788,Hawaii,0.030691,Maryland,0.066496,Massachusetts,0.030691,Nevada,0.038363,New Jersey,0.086957,New York,0.191816,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"☀️🇺🇲️☀️🇺🇲️☀️🇺🇲️☀️ FEELING GUILTY about turning down your AC?

Solar energy will LOWER YOUR AC BILL...

With a few clicks... take a step toward years of savings!

To receive no-cost, no-obligation solar energy assistance, click here: https://bit.ly/2Yq6wXY",2019-08-17T15:31:31+0000,"Robert Green, an independent freelance internet marketer",0,99,0,999,0.042623,Arizona,0.24918,California,0.013115,Colorado,0.016393,Connecticut,0.17377,Florida,0.016393,Hawaii,0.042623,Maryland,0.039344,Massachusetts,0.022951,Nevada,0.059016,New Jersey,0.091803,New York,0.232787,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ANDY TAGGART SPEAKS POTUS (VIDEO): So, yesterday we saw another instance of the media carrying out its own agenda  only this time it was from from Paul Gallo on his SuperTalk Mississippi radio show. I respect Paul, have a good relationship with Paul and have been on his show many times. (And I hope to do so in the future.) He brings much needed discourse to our political process.That said, Republicans like to accuse ""the liberal media"" of bias so isn't it only fair that when that bias shows up in ""conservative media"" they be called out, too? (And you wonder why the approval rating of the media is as low as Congress.) This is from the debate with Andy Taggart and Mark Baker which Ms. Fitch refused to appear in (even though it was re-arranged for her schedule). You get to see it in his own words and from his lips, not some edited 40 character tweet from 3 yrs ago summarized by a radio host. Ronald Reagan's 80/20 rule (voting w/ me 80% of the time as opposed to 100% means you're my friend not my enemy) is well known.  Reasonable people, ie, Mississippi voters, know that you don't see eye-to-eye on everything, even though the media establishment would have you believe otherwise. An Attorney General is required to apply the Constitution and the laws and must use independent judgement in carrying out the job.  Andy Taggart owns that fact.  Any lawyer worth his or her salt will tell you that fact. Why? Because the law, and life, are not black and white (or red and blue); step into a courtroom in our judicial system (set up by our Founders) and you will see this fact. And make no mistake, the AG must have those courtroom skills to represent you, me and every other Mississippian. I have faith, as I am sure Andy Taggart does, that the voters know when they are being played and when they aren't. So, take a look. Make up your own mind.",2019-08-17T13:22:24+0000,Senator Brice Wiggins and/or Committee to Elect Brice Wiggins in accordance with MS elections laws.,0,99,1000,4999,1,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Katherine G. Johnson is an American mathematician whose calculations of orbital mechanics as a NASA employee were critical to the success of the first and subsequent U.S. crewed spaceflights. During her 35-year career at NASA and its predecessor, the National Advisory Committee for Aeronautics, she earned a reputation for mastering complex manual calculations and helped pioneer the use of computers to perform the tasks. The space agency noted her ""historical role as one of the first African-American women to work as a NASA scientist"". This year NASA renamed the Independent Verification and Validation Facility (IV&V) in West Virginia the Katherine Johnson IV&V Facility, according to the association. #wcw #womenleaders #womeninhistory #hiddenfigures #spaceexploration #scientist 📸: David Bowman",2019-08-17T01:49:51+0000,World Affairs Council of Tacoma,0,99,0,999,0.00361,California,0.99639,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Right now, 44% of Americans approve of Donald Trump, despite his shameful rhetoric and regular violations of the U.S. Constitution. I’ve recently announced my run for Congress in MI-03, and it’s important to me that I hear from voters. Please, let me know your response before midnight: Do you approve of Trump?",2019-08-16T22:16:40+0000,Nick Colvin for Congress,100,499,5000,9999,0.020247,Alabama,0.046488,Pennsylvania,0.005655,New Hampshire,0.012668,New Jersey,0.008031,New Mexico,0.038457,New York,0.028164,North Carolina,0.003167,North Dakota,0.047732,Ohio,0.017532,Oklahoma,0.018663,Oregon,0.002149,Rhode Island,0.007465,Nebraska,0.015722,South Carolina,0.004524,South Dakota,0.025676,Tennessee,0.090488,Texas,0.009727,Utah,0.001584,Vermont,0.023301,Virginia,0.033254,Washington,0.00837,West Virginia,0.023979,Wisconsin,0.011537,Nevada,0.006221,Montana,0.003733,Alaska,0.007239,Idaho,0.029861,Arizona,0.014252,Arkansas,0.092976,California,0.021604,Colorado,0.007578,Connecticut,0.002488,Delaware,0.000679,"Washington, District of Columbia",0.054066,Florida,0.026354,Georgia,0.002036,Hawaii,0.039928,Illinois,0.027259,Missouri,0.028051,Indiana,0.015722,Iowa,0.014252,Kansas,0.021943,Kentucky,0.018437,Louisiana,0.003733,Maine,0.012103,Maryland,0.014591,Massachusetts,0.015948,Minnesota,0.01199,Mississippi,0.002375,Wyoming,,
"Right now, 44% of Americans approve of Donald Trump, despite his shameful rhetoric and regular violations of the U.S. Constitution. I’ve recently announced my run for Congress in MI-03, and it’s important to me that I hear from voters. Please, let me know your response before midnight: Do you approve of Trump?",2019-08-16T22:14:14+0000,Nick Colvin for Congress,0,99,0,999,0.112903,California,0.145161,Washington,0.016129,"Washington, District of Columbia",0.032258,Ohio,0.048387,Missouri,0.016129,Maryland,0.032258,Iowa,0.016129,Indiana,0.080645,Illinois,0.032258,Georgia,0.064516,Colorado,0.016129,Arizona,0.016129,Wisconsin,0.016129,Virginia,0.048387,Connecticut,0.016129,Texas,0.016129,Tennessee,0.048387,Pennsylvania,0.016129,Oklahoma,0.016129,North Carolina,0.080645,New York,0.016129,New Jersey,0.016129,Nebraska,0.032258,Minnesota,0.016129,Kentucky,0.016129,Florida,0.016129,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
