ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region
"The Mueller investigation resulted in 37 indictments, 7 guilty pleas, and 10 possible instances of obstruction of justice. If anyone else did this, they'd go to jail. Add your name to tell Congress: no one is above the law.",2019-08-22T01:55:03+0000,Need to Impeach,100,499,1000,4999,1,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No Political Censorship, No Shadow-banning, No Algorithms, No Jail Time, NO KIDDING!",2019-08-21T19:41:54+0000,"Pura Vida Ventures, LLC DBA Impeach The Democrats",0,99,0,999,0.0875,Arizona,0.125,Georgia,0.0375,Illinois,0.0375,Iowa,0.075,Missouri,0.0125,New Mexico,0.1,Ohio,0.1375,Oklahoma,0.0375,South Carolina,0.1,Tennessee,0.25,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No Political Censorship, No Shadow-banning, No Algorithms, No Jail Time, NO KIDDING!",2019-08-21T19:38:41+0000,"Pura Vida Ventures, LLC DBA Impeach The Democrats",0,99,0,999,0.140351,Arizona,0.105263,Georgia,0.035088,Illinois,0.035088,Missouri,0.087719,New Mexico,0.157895,Ohio,0.052632,Oklahoma,0.052632,South Carolina,0.087719,Tennessee,0.245614,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowing when to use force or deadly force can mean the difference between going home and going to jail. 

U.S. LawShield members get this potentially life-changing information for FREE. Non-members pay only $10. Register now.",2019-08-21T06:28:32+0000,U.S. LawShield®,0,99,0,999,0.781726,New Jersey,0.201777,New York,0.016497,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowing when to use force or deadly force can mean the difference between going home and going to jail. 

U.S. LawShield members get this potentially life-changing information for FREE. Non-members pay only $10. Register now.",2019-08-21T06:26:34+0000,U.S. LawShield®,0,99,1000,4999,0.239878,New Jersey,0.760122,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowing when to use force or deadly force can mean the difference between going home and going to jail. We can guide you through the situations, risks, and consequences at our Justified Use of Force and Deadly Force seminar.",2019-08-21T05:58:07+0000,U.S. LawShield®,0,99,1000,4999,0.603122,Ohio,0.396878,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowing when to use force or deadly force can mean the difference between going home and going to jail. We can guide you through the situations, risks, and consequences at our Justified Use of Force and Deadly Force seminar.",2019-08-20T06:17:34+0000,U.S. LawShield®,0,99,5000,9999,0.000323,Nebraska,0.121975,Maryland,0.877702,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowing when to use force or deadly force can mean the difference between going home and going to jail. We can guide you through the situations, risks, and consequences at our Justified Use of Force and Deadly Force seminar.",2019-08-20T06:03:19+0000,U.S. LawShield®,0,99,1000,4999,0.000691,New York,0.052886,Ohio,0.914622,Pennsylvania,0.031801,West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Knowing when to use force or deadly force can mean the difference between going home and going to jail. We can guide you through the situations, risks, and consequences at our Justified Use of Force and Deadly Force seminar.",2019-08-20T05:52:07+0000,U.S. LawShield®,0,99,1000,4999,0.000693,Florida,0.18932,New Jersey,0.809293,Pennsylvania,0.000693,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Weekly Bellaire Crime Report

YES, there is crime in Bellaire.  We need more police patrolling the streets.

Aug. 5

  At 1:55 p.m., Officer Trujillo was dispatched to 4300 Edith St. in reference to a burglary of a motor vehicle. Upon arrival he spoke to the victim who stated an unknown person(s) broke into her vehicle and stole her purse.

  At 10:30 a.m., Officer Jenkins was dispatched to the 5400 block of Braeburn Dr. concerning theft of lawn equipment. A black BMW with four suspects stopped by the owner’s trailer and stole a blower and tiller.

Aug. 6

  At 4:10 p.m., Officer Carson was dispatched to the 4300 block of Cynthia Street in regards a package taken from her front porch. A white male was observed taking the package on July 30, 2019 at approximately 2200 hours.

  At 4:33 p.m., Officer Clisham arrived at the 5200 block of Valerie Street in reference to a firearm being stolen out of the reportee’s vehicle. After further investigation it is believed the firearm was removed from the vehicle outside the city limits of Bellaire. Officer Clisham completed a theft report to expedite the firearm being entered into NCIC as stolen.

  At 1:40 p.m., Officers Lysack, Lopez, and Jenkins were dispatched to the 4800 block of Holt Street in reference to a burglary of a habitation. Officers arrived on scene and met with the victim who stated an unknown suspect broke the window in the rear door of the house to gain entry. At the time of this report nothing has been discovered to be missing. Two black males were seen entering the back yard after exiting a silver 4 door car with chrome rims and paper license plate.

Aug. 7

  At 12:20 a.m., Officers responded to the 5200 block of IH 610 WLS S/B in reference to multiple vehicles racing on the highway. Officers Barrientos and Baylis conducted a traffic stop on a white Chevrolet Camaro. The driver was arrested for the charge of racing on the highway.

  At 4:20 p.m., Officer Carson was dispatched to 5233 Bellaire Blvd. in reference to a theft from an employee.

  At 3:33 p.m., Officers responded to 5859 Bissonnet St. in reference to an assault in progress. After arriving on location and further investigation, it was found the suspect in this case had assaulted a clerk, causing bodily injury, and attempted to steal a cell phone and flee the scene. Said suspect was placed into custody on scene and is charged with robbery with bodily injury.

  At 7:45 p.m., Officer Trujillo was dispatched to the 5200 block of Woodlawn Place in reference to a theft of a motor vehicle. Upon arrival he spoke to the victim who stated sometime on today’s date an unknown person(s) took his vehicle without his permission.

  At 6:31 p.m., Officer Andrade was dispatched to the Bellaire Police Department in reference to an assault that occurred at 4545 Bissonnet St. Upon arrival, Officer Andrade made contact with the victim who stated he was assaulted by his estranged spouse during child visitation.

  At 10 p.m., Officer Carson was dispatched to 5107 Bellaire Blvd. in reference to a burglary of a motor vehicle. The unknown suspect(s) broke the victim’s right rear window stealing her purse.

Aug. 9

  At 5:46 p.m., Officer D. Norman was dispatched to a burglary of a motor vehicle in the 4600 block of Breaburn Drive. Officer Norman made contact with the victim who advised a black male, wearing all black, entered her unlocked vehicle on the passenger side and stole her purse from the front passenger seat.

  At 3:38 a.m., Officer Liccketto was patrolling the 8000 block of the West Loop East Service Road and observed a vehicle fail to maintain a single marked lane. Officer Liccketto conducted a traffic stop on the vehicle. During the investigation, the driver was found to be driving while intoxicated and taken into custody. Officer Guerra assisted with the case.

  At 11:16 p.m., Officer Ortega was on patrol in the 7500 block of Chimney Rock Road and observed a vehicle traveling northbound in the 7500 block of Chimney Rock Road with an improperly displayed rear license plate. Officer Ortega made contact with the vehicle and upon further investigation, the driver was placed into custody for driving while intoxicated 2nd.

Aug. 10

  At 2:43 a.m., Officers conducted a traffic stop at the 6700 block of West Loop South The driver was arrested for driving while intoxicated.

  At 7:35 a.m., Officer Liccketto was dispatched to the 6000 block of the West Loop in reference to a burglary of a vehicle. The victim ran out of gas on the highway and walked to a gas station to fill up his gas can. During the time he was gone, an unknown suspect parked their vehicle behind his and took a sprayer from his bed of his truck. The victim was able to take pictures of the suspect as they were driving away.

Aug. 11

  At 7:54 p.m., Officer Schwausch was dispatched to a DWI in progress traveling within the city limits of the City of Bellaire. Officer Schwausch found the vehicle at the 6300 block of South Rice Ave. Officer Schwausch initiated a traffic stop on the suspect vehicle. Further investigation found the driver to be driving while intoxicated. The suspect was charged with driving while intoxicated/open container and placed into custody without incident. Bellaire Police Officer Barrientos assisted with Spanish translation in this investigation.

  At 4:53 a.m., Corporal Clawson and Officer Ortega observed two vehicles honking before one of them cut the other off in the 5100 block of Bissonnet Street. Corporal Clawson and Officer Ortega initiated traffic stops on the vehicles believing they were involved in a road rage incident. Further investigation found both drivers to be intoxicated (both over double the limit) and one of the drivers was also in possession of a controlled substance. Both were transported to the Bellaire Jail and processed without incident.

  At 10 p.m., an unknown suspect gained entry, without using force, went into the cashier room at 4500 Evergreen St. and removed cash from the safe after using the code to unlock it. The suspect then left the location in an unknown direction of travel.

  At 6:40 a.m., Officer Marcotte initiated a traffic stop on a 2008 Mitsubishi for displaying invalid registration in the 5000 block of Evergreen Street. The driver was found to have a suspended driver’s license and Harris County warrants. She was arrested for driving while license invalid (DWLI).",2019-08-19T20:19:52+0000,Kevin Newman for Bellaire City Council,0,99,0,999,1,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It wasn't just the guards' failure, suggests jail doctor Jeffrey Keller",2019-08-19T19:50:33+0000,MedPage Today,500,999,10000,49999,0.012434,Alabama,0.045311,Pennsylvania,0.004426,New Hampshire,0.02255,New Jersey,0.004426,New Mexico,0.066175,New York,0.02529,North Carolina,0.002529,North Dakota,0.034984,Ohio,0.010959,Oklahoma,0.017071,Oregon,0.004215,Rhode Island,0.008641,Nebraska,0.011591,South Carolina,0.00274,South Dakota,0.017914,Tennessee,0.070811,Texas,0.012223,Utah,0.00295,Vermont,0.022129,Virginia,0.028451,Washington,0.004215,West Virginia,0.012013,Wisconsin,0.009273,Nevada,0.002107,Montana,0.002318,Alaska,0.044468,Illinois,0.021496,Arizona,0.008008,Arkansas,0.120548,California,0.017281,Connecticut,0.002107,Delaware,0.004847,"Washington, District of Columbia",0.075659,Florida,0.027819,Georgia,0.005269,Hawaii,0.004004,Idaho,0.020443,Indiana,0.017492,Missouri,0.009062,Iowa,0.01117,Kansas,0.014542,Kentucky,0.013277,Louisiana,0.00569,Maine,0.01981,Maryland,0.040885,Massachusetts,0.032244,Michigan,0.017914,Minnesota,0.006533,Mississippi,0.001686,Wyoming,,
"""The fact that power creates fragility — a fear so intense it can lead to brutality — is evident in the ongoing history of deadly violence against Black people of all ages""",2019-08-18T22:12:20+0000,Citizen Education,0,99,1000,4999,0.001647,Utah,0.006041,Oregon,0.007688,Nevada,0.054915,New Jersey,0.002197,New Mexico,0.080725,New York,0.046129,North Carolina,0.001098,North Dakota,0.044481,Ohio,0.004942,Oklahoma,0.052718,Pennsylvania,0.009885,Missouri,0.003844,Rhode Island,0.012081,South Carolina,0.001098,South Dakota,0.020868,Tennessee,0.099396,Texas,0.03844,Virginia,0.003844,Washington,0.006041,Wisconsin,0.003295,Colorado,0.003295,Nebraska,0.021417,Mississippi,0.000549,Idaho,0.040637,Georgia,0.005491,Alabama,0.001647,Alaska,0.008786,Arizona,0.015376,Arkansas,0.087315,California,0.013729,Connecticut,0.007139,Delaware,0.008786,"Washington, District of Columbia",0.082372,Florida,0.007139,Hawaii,0.003295,Minnesota,0.018671,Illinois,0.014827,Indiana,0.003844,Iowa,0.005491,Kansas,0.013729,Kentucky,0.03899,Louisiana,0.048874,Maryland,0.01922,Massachusetts,0.027457,Michigan,0.000549,Maine,,,,,,,,,,
"*What is a RECOVERY COURT?*

It’s all about getting people the help they need and recognizing they can’t get it in a jail cell. 

This kind of special court would be operated through our Mayor’s Court. We would accept individuals charged with low-level, non-violent offenses motivated, in part, by drug addiction or alcoholism, and require they participate in the following:

1. Inpatient or outpatient treatment
2. Twelve-step programming
3. Community Service
4. Job training
5. Random drug screens
6. If appropriate, mental health counseling
7. GED Requirements, where appropriate 

If an offender completes the program successfully, the charges are either dismissed or a conviction expunged. 

If an offender cannot complete a portion of the program, there would be a graduated response system proportional to the violation - but we don’t give up on people. 

*Why should we have a RECOVERY COURT?*

Local control and convenience. The Municipal Courts in Licking and Franklin County have drug court programs and they work well for their participants. For Reynoldsburg residents, it’s hard to get out to Newark and Columbus for their meetings. The disease of addiction is stubborn and it would use any excuse to cause relapse. I’ve seen it. You miss a meeting, you get down, you relapse. By making it easier for travel and parking with local control in these cases, we give people a better opportunity to be successful. 

*Why would I be most qualified candidate to implement a RECOVERY COURT?*

Experience. Real experience. I have worked in the criminal justice system for over 14 years, as a defense attorney, as a prosecutor, and as a judge in Licking County. For several years, I served on the OVI Court Treatment Team in Licking County. 

I’ve worked with specialized dockets and I’ve worked with recovering addicts and alcoholics. I understand the disease. I accept that it is a disease. And I am passionate about approaching this disease in a proactive manner. This isn’t the same non-sense political pandering to me. It’s personal and it’s time we make it personal.",2019-08-18T15:15:31+0000,Shook For Reynoldsburg,0,99,1000,4999,1,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jonathan's childhood was confusing and filled with strife.  He spent most his life bouncing back and forth between his father and mother, with no stability. 

He shared, “I didn’t feel accepted at home or at school, and the people I felt I could be myself with did drugs.” 

He spent years making bad choices which led to time in jail, where he finally reached a turning point. He didn't want to continue the pain-filled life he had been living, but wasn't sure what to do.

When Jonathan got out of jail, he came to the Mission looking for answers. God spoke to his heart through chapel and interactions with staff.  He started to feel as if perhaps he could find the answers he was looking for here at the Mission.

Jonathan joined the New Life program.  During this program Jonathan found the unconditional love of Father God.  Something he had never had before.  As Jonathan surrendered his life to Christ, he began to learn that there was a different way to life.  One that was far more rewarding than any he had ever known.

Jonathan expressed, “If the mission hadn’t been here, I should by all rights be in prison or dead. Since coming to the Mission, I know that I am worthy of God’s love.” 

Jonathan is now a full-time employee at the Salina Rescue Mission and helps lead our volunteer programs, as well as Street Outreach. 

Because of your support, Jonathan found a new life.  On behalf of Jonathan and all the other men you help here at the Salina Rescue Mission, THANK YOU!",2019-08-18T11:56:25+0000,The Salina Rescue Mission,0,99,1000,4999,1,Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Sexual Abuse Isn't Just A Rich Crime https://politicalwrites.com/child-sexual-abuse-isnt-just-a-rich-crime/,2019-08-17T14:12:03+0000,Political Writes,0,99,1000,4999,0.030793,Alabama,0.021201,South Carolina,0.01262,New Jersey,0.014639,New Mexico,0.045432,New York,0.030288,North Carolina,0.003029,North Dakota,0.055528,Ohio,0.017163,Oklahoma,0.021706,Oregon,0.044422,Pennsylvania,0.002019,Rhode Island,0.005048,South Dakota,0.01161,Nevada,0.032307,Tennessee,0.060071,Texas,0.006058,Utah,0.004038,Vermont,0.020697,Virginia,0.017163,Washington,0.013125,West Virginia,0.021201,Wisconsin,0.003029,Wyoming,0.005553,Alaska,0.002019,New Hampshire,0.009591,Nebraska,0.016153,Arizona,0.038364,Indiana,0.016153,Arkansas,0.059566,California,0.012115,Colorado,0.008077,Connecticut,0.004543,Delaware,0.003029,"Washington, District of Columbia",0.039374,Florida,0.03584,Georgia,0.005553,Idaho,0.025745,Illinois,0.01262,Iowa,0.008077,Montana,0.015144,Kansas,0.032812,Kentucky,0.021201,Louisiana,0.003534,Maine,0.009086,Maryland,0.014639,Massachusetts,0.03685,Michigan,0.016153,Minnesota,0.02423,Mississippi,0.027764,Missouri,0.003029,Hawaii
"Final update on the VOTE NO sign thief:

David Allison Pleaded GUILTY!

Sentence: 
$250 fine 
30 Days in Jail

The Judge has sent a bold and robust message throughout Greene county. Free speech is the Law of the Land, and those that try and stop it will be punished.",2019-08-17T12:13:04+0000,John Stafford,0,99,0,999,1,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We need to start treating our law enforcement officers with the respect they deserve. This is precisely why I introduced legislation in the New York Senate this month that punishes those who attack our officers with water or other substances with jail time. #Jacobs4Congress,2019-08-16T21:25:51+0000,Jacobs for Congress,100,499,10000,49999,1,New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poor + black = jail? Enough. We shouldn’t be locked up cause they can’t pay while the wealthy walk free. You + voting = change,2019-08-15T18:15:03+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poor + black = jail? Enough. We shouldn’t be locked up cause they can’t pay while the wealthy walk free. You + voting = change,2019-08-15T18:15:03+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Is freedom really free?Black or white, we all stay in jail when we can’t afford bail. Together, we can fix it. They need us. Pledge to vote.",2019-08-15T18:15:03+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poor + black = jail? Enough. We shouldn’t be locked up cause they can’t pay while the wealthy walk free. You + voting = change,2019-08-15T18:15:03+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poor + black = jail? Enough. We shouldn’t be locked up cause they can’t pay while the wealthy walk free. You + voting = change,2019-08-15T18:15:03+0000,Progress Virginia,0,99,0,999,1,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
