ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region
"Rep. Steve King just attacked me for defending Americans’ right to make their own reproductive health decisions.

The war on health care — specifically, the war on abortion — has gone on long enough.

Join me today in the fight for access to safe, legal abortion.",2019-08-16T13:34:49+0000,Cory 2020,0,99,1000,4999,0.001112,Alaska,0.008899,Oklahoma,0.045606,Michigan,0.002225,Mississippi,0.016685,Missouri,0.005562,Nevada,0.002225,New Hampshire,0.024472,New Jersey,0.005562,New Mexico,0.074527,New York,0.024472,North Carolina,0.05228,Ohio,0.028921,Oregon,0.016685,Maryland,0.060067,Pennsylvania,0.006674,South Carolina,0.004449,South Dakota,0.055617,Texas,0.005562,Utah,0.01891,Virginia,0.03337,Washington,0.030033,Wisconsin,0.001112,Hawaii,0.013348,Tennessee,0.025584,Massachusetts,0.006674,Maine,0.002225,Arkansas,0.007786,Alabama,0.007786,Connecticut,0.002225,"Washington, District of Columbia",0.006674,Louisiana,0.01891,Minnesota,0.003337,Montana,0.002225,Nebraska,0.002225,North Dakota,0.004449,Rhode Island,0.004449,Vermont,0.001112,Wyoming,0.031146,Arizona,0.014461,Kentucky,0.098999,California,0.021135,Colorado,0.003337,Delaware,0.085651,Florida,0.014461,Georgia,0.005562,Idaho,0.038932,Illinois,0.026696,Indiana,0.011123,Iowa,0.008899,Kansas,0.005562,West Virginia
"Rep. Steve King just attacked me for defending the right to an abortion.

His so-called “Heartbeat Bill” comes as a wave of state legislatures signed cruel legislation, stripping Americans of their right to choose — even without exceptions for incest, rape, or the life of the parent.

The trend we’re seeing across the country is dangerous — and it flies in the face of who we are as Americans. Add your name today and join me in fighting back.",2019-08-16T13:34:49+0000,Cory 2020,100,499,5000,9999,0.008009,Alabama,0.045887,Pennsylvania,0.01039,Nevada,0.00671,New Hampshire,0.028788,New Jersey,0.010606,New Mexico,0.063853,New York,0.030087,North Carolina,0.001948,North Dakota,0.041775,Ohio,0.011039,Oklahoma,0.025325,Oregon,0.002381,Rhode Island,0.004329,Montana,0.008009,South Carolina,0.00368,South Dakota,0.018398,Tennessee,0.051948,Texas,0.00671,Utah,0.003896,Vermont,0.018615,Virginia,0.033983,Washington,0.007576,West Virginia,0.02987,Wisconsin,0.003463,Nebraska,0.021429,Missouri,0.00368,Alaska,0.004545,Idaho,0.022511,Arizona,0.006494,Arkansas,0.094805,California,0.019048,Colorado,0.016667,Connecticut,0.004978,Delaware,0.001299,"Washington, District of Columbia",0.067965,Florida,0.021429,Georgia,0.004762,Hawaii,0.041342,Illinois,0.004329,Mississippi,0.024026,Indiana,0.01645,Iowa,0.013853,Kansas,0.015152,Kentucky,0.005195,Louisiana,0.008442,Maine,0.013853,Maryland,0.022944,Massachusetts,0.042424,Michigan,0.022727,Minnesota,0.002381,Wyoming
"Rep. Steve King just attacked me for defending the right to an abortion.

His so-called “Heartbeat Bill” comes as a wave of state legislatures signed cruel legislation, stripping Americans of their right to choose — even without exceptions for incest, rape, or the life of the parent.

The trend we’re seeing across the country is dangerous — and it flies in the face of who we are as Americans. Add your name today and join me in fighting back.",2019-08-16T13:34:49+0000,Cory 2020,100,499,1000,4999,0.001913,Alaska,0.052459,Pennsylvania,0.005738,Nevada,0.003005,New Hampshire,0.019945,New Jersey,0.008743,New Mexico,0.069672,New York,0.02541,North Carolina,0.051913,Ohio,0.008743,Oklahoma,0.025137,Oregon,0.003825,Rhode Island,0.003825,Montana,0.009016,South Carolina,0.003552,South Dakota,0.01612,Tennessee,0.046995,Texas,0.005464,Utah,0.003279,Vermont,0.023224,Virginia,0.031148,Washington,0.007377,West Virginia,0.027049,Wisconsin,0.003825,Nebraska,0.022951,Missouri,0.00082,North Dakota,0.004918,Idaho,0.004918,Alabama,0.024317,Arizona,0.008197,Arkansas,0.098087,California,0.022404,Colorado,0.01776,Connecticut,0.004098,Delaware,0.073497,Florida,0.01612,Georgia,0.003279,Hawaii,0.046721,Illinois,0.003005,Mississippi,0.024044,Indiana,0.014481,Iowa,0.010109,Kansas,0.016667,Kentucky,0.004645,Louisiana,0.00929,Maine,0.010929,Maryland,0.027049,Massachusetts,0.047541,Michigan,0.024863,Minnesota,0.001913,Wyoming,,
"Rep. Steve King just attacked me for defending the right to an abortion.

I'm proud to have fought in the Senate to protect the constitutional right to abortion and ensure that everyone has real access to reproductive health care because all people deserve to control their own bodies.

The coordinated attack we're seeing on abortion rights and reproductive rights requires a coordinated response.  

Stand with me today to defend reproductive rights.",2019-08-16T13:34:49+0000,Cory 2020,0,99,1000,4999,0.003482,Alaska,0.044568,Pennsylvania,0.021588,Minnesota,0.022981,Missouri,0.005571,Nevada,0.027855,New Jersey,0.00766,New Mexico,0.070334,New York,0.03273,North Carolina,0.056407,Ohio,0.014624,Oklahoma,0.022981,Oregon,0.004875,Rhode Island,0.02507,Massachusetts,0.014624,South Carolina,0.020891,Tennessee,0.045961,Texas,0.002089,Utah,0.004178,Vermont,0.025766,Virginia,0.031337,Washington,0.004875,West Virginia,0.022284,Wisconsin,0.009053,Arkansas,0.039694,Michigan,0.01532,Maryland,0.002786,Delaware,0.025766,Colorado,0.002786,"Washington, District of Columbia",0.003482,Mississippi,0.006267,Nebraska,0.004178,New Hampshire,0.000696,North Dakota,0.004875,South Dakota,0.002089,Wyoming,0.011142,Alabama,0.024373,Arizona,0.079387,California,0.008357,Connecticut,0.003482,Maine,0.08078,Florida,0.017409,Georgia,0.002089,Hawaii,0.002089,Idaho,0.046657,Illinois,0.028552,Indiana,0.01532,Iowa,0.010446,Kansas,0.013231,Kentucky,0.005571,Louisiana,0.001393,Montana
"Rep. Steve King just attacked me for defending the right to an abortion.

His so-called “Heartbeat Bill” comes as a wave of state legislatures signed cruel legislation, stripping Americans of their right to choose — even without exceptions for incest, rape, or the life of the parent.

The trend we’re seeing across the country is dangerous — and it flies in the face of who we are as Americans. Add your name today and join me in fighting back.",2019-08-16T13:34:49+0000,Cory 2020,500,999,10000,49999,0.007946,Alabama,0.046116,Pennsylvania,0.009877,Nevada,0.006164,New Hampshire,0.022872,New Jersey,0.00958,New Mexico,0.051983,New York,0.027105,North Carolina,0.001485,North Dakota,0.041883,Ohio,0.010545,Oklahoma,0.033343,Oregon,0.004233,Rhode Island,0.005792,Montana,0.010545,South Carolina,0.003193,South Dakota,0.0176,Tennessee,0.042997,Texas,0.006609,Utah,0.004307,Vermont,0.021387,Virginia,0.040621,Washington,0.00505,West Virginia,0.023689,Wisconsin,0.006832,Nebraska,0.023689,Missouri,0.003267,Alaska,0.006164,Idaho,0.029704,Arizona,0.007872,Arkansas,0.10248,California,0.022947,Colorado,0.014704,Connecticut,0.003416,Delaware,0.000891,"Washington, District of Columbia",0.07233,Florida,0.015743,Georgia,0.004975,Hawaii,0.039433,Illinois,0.00349,Mississippi,0.026808,Indiana,0.014407,Iowa,0.011436,Kansas,0.014332,Kentucky,0.004753,Louisiana,0.009431,Maine,0.014258,Maryland,0.025694,Massachusetts,0.04374,Michigan,0.020273,Minnesota,0.002005,Wyoming
"Rep. Steve King just attacked me for defending Americans’ right to make their own reproductive health decisions.

The war on health care — specifically, the war on abortion — has gone on long enough.

Join me today in the fight for access to safe, legal abortion.",2019-08-16T13:34:49+0000,Cory 2020,100,499,1000,4999,0.007566,Alabama,0.023119,New Jersey,0.017654,Kentucky,0.006726,Louisiana,0.009248,Maine,0.015973,Maryland,0.021438,Massachusetts,0.005044,Mississippi,0.021017,Missouri,0.005885,Montana,0.006726,Nevada,0.005464,New Hampshire,0.007987,New Mexico,0.034048,Indiana,0.030685,North Carolina,0.002522,North Dakota,0.01177,Oklahoma,0.002102,Rhode Island,0.010088,South Carolina,0.003363,South Dakota,0.047919,Texas,0.004203,Utah,0.001681,Vermont,0.005885,West Virginia,0.019336,Iowa,0.042034,Illinois,0.025641,Arizona,0.018495,Oregon,0.082808,California,0.014712,Connecticut,0.078604,Florida,0.015553,Georgia,0.010929,Kansas,0.045397,Michigan,0.019756,Minnesota,0.005885,Nebraska,0.060109,New York,0.051282,Ohio,0.055906,Pennsylvania,0.003363,Idaho,0.018495,Tennessee,0.028163,Virginia,0.030265,Washington,0.029004,Wisconsin,0.001681,Alaska,0.010088,Arkansas,0.015553,Colorado,0.003363,Delaware,0.000841,"Washington, District of Columbia",0.002942,Hawaii,0.001681,Wyoming
"Rep. Steve King just attacked me for defending the right to an abortion.

His so-called “Heartbeat Bill” comes as a wave of state legislatures signed cruel legislation, stripping Americans of their right to choose — even without exceptions for incest, rape, or the life of the parent.

The trend we’re seeing across the country is dangerous — and it flies in the face of who we are as Americans. Add your name today and join me in fighting back.",2019-08-16T13:34:49+0000,Cory 2020,0,99,1000,4999,0.002745,Delaware,0.02059,Oregon,0.006177,Nevada,0.006177,New Hampshire,0.030199,New Jersey,0.011668,New Mexico,0.054907,New York,0.030885,North Carolina,0.002059,North Dakota,0.044612,Ohio,0.021963,Oklahoma,0.049417,Pennsylvania,0.002745,Montana,0.004118,Rhode Island,0.013727,South Carolina,0.019218,Tennessee,0.049417,Texas,0.004804,Utah,0.005491,Vermont,0.017159,Virginia,0.032258,Washington,0.010295,West Virginia,0.032258,Wisconsin,0.008236,Nebraska,0.028826,Missouri,0.001373,South Dakota,0.004804,Idaho,0.001373,Hawaii,0.001373,Wyoming,0.013727,Alabama,0.019218,Arizona,0.008236,Arkansas,0.080302,California,0.017845,Colorado,0.010981,Connecticut,0.058339,Florida,0.013727,Georgia,0.042553,Illinois,0.004804,Mississippi,0.02814,Indiana,0.019218,Iowa,0.016472,Kansas,0.019218,Kentucky,0.009609,Louisiana,0.008236,Maine,0.015786,Maryland,0.02059,Massachusetts,0.052162,Michigan,0.019218,Minnesota,0.002745,Alaska,,
"Rep. Steve King just attacked me for defending the right to an abortion.

His so-called “Heartbeat Bill” comes as a wave of state legislatures signed cruel legislation, stripping Americans of their right to choose — even without exceptions for incest, rape, or the life of the parent.

The trend we’re seeing across the country is dangerous — and it flies in the face of who we are as Americans. Add your name today and join me in fighting back.",2019-08-16T13:34:49+0000,Cory 2020,500,999,10000,49999,0.028103,Arizona,0.00523,Montana,0.002482,Alaska,0.008067,Arkansas,0.013652,Connecticut,0.003812,Delaware,0.001064,"Washington, District of Columbia",0.004521,Hawaii,0.016046,Iowa,0.015957,Kentucky,0.00922,Maine,0.01383,Maryland,0.005585,Nebraska,0.025266,Wisconsin,0.008688,Nevada,0.006826,New Hampshire,0.008511,New Mexico,0.002216,North Dakota,0.011702,Oklahoma,0.004433,Rhode Island,0.003635,South Dakota,0.045922,Texas,0.006294,Utah,0.003812,Vermont,0.00922,Alabama,0.007181,West Virginia,0.090248,California,0.020035,Minnesota,0.021188,Colorado,0.07234,Florida,0.017553,Georgia,0.005496,Idaho,0.041312,Illinois,0.027482,Indiana,0.010904,Kansas,0.006826,Louisiana,0.025177,Massachusetts,0.043262,Michigan,0.004344,Mississippi,0.035461,Washington,0.023936,Missouri,0.021454,New Jersey,0.063564,New York,0.024911,North Carolina,0.050089,Ohio,0.026064,Oregon,0.048138,Pennsylvania,0.010816,South Carolina,0.017553,Tennessee,0.018972,Virginia,0.001596,Wyoming
"Rep. Steve King just attacked me for defending Americans’ right to make their own reproductive health decisions.

The war on health care — specifically, the war on abortion — has gone on long enough.

Join me today in the fight for access to safe, legal abortion.",2019-08-16T13:34:49+0000,Cory 2020,100,499,5000,9999,0.006234,Alabama,0.057471,Pennsylvania,0.009546,Nevada,0.00565,New Hampshire,0.027664,New Jersey,0.007013,New Mexico,0.063121,New York,0.029223,North Carolina,0.001169,North Dakota,0.044029,Ohio,0.009741,Oklahoma,0.023963,Oregon,0.003507,Rhode Island,0.004286,Montana,0.012079,South Carolina,0.003117,South Dakota,0.016949,Tennessee,0.04851,Texas,0.006429,Utah,0.003507,Vermont,0.02143,Virginia,0.034678,Washington,0.004676,West Virginia,0.024937,Wisconsin,0.005065,Nebraska,0.024547,Missouri,0.002727,Alaska,0.004286,Idaho,0.024937,Arizona,0.007013,Arkansas,0.095266,California,0.025911,Colorado,0.015975,Connecticut,0.003117,Delaware,0.001169,"Washington, District of Columbia",0.076563,Florida,0.019677,Georgia,0.003507,Hawaii,0.042275,Illinois,0.003312,Mississippi,0.023963,Indiana,0.012079,Iowa,0.010715,Kansas,0.01578,Kentucky,0.004286,Louisiana,0.007403,Maine,0.013442,Maryland,0.027469,Massachusetts,0.041107,Michigan,0.017923,Minnesota,0.001559,Wyoming
"Rep. Steve King just attacked me for defending the right to an abortion.

I'm proud to have fought in the Senate to protect the constitutional right to abortion and ensure that everyone has real access to reproductive health care because all people deserve to control their own bodies.

The coordinated attack we're seeing on abortion rights and reproductive rights requires a coordinated response.  

Stand with me today to defend reproductive rights.",2019-08-16T13:34:49+0000,Cory 2020,100,499,1000,4999,0.001982,"Washington, District of Columbia",0.044788,Pennsylvania,0.008323,Nevada,0.00436,New Hampshire,0.028537,New Jersey,0.00872,New Mexico,0.074514,New York,0.027348,North Carolina,0.001189,North Dakota,0.040824,Ohio,0.006738,Oklahoma,0.021007,Oregon,0.004756,Rhode Island,0.003171,Montana,0.013872,South Carolina,0.001189,South Dakota,0.015854,Tennessee,0.048751,Texas,0.006342,Utah,0.008323,Vermont,0.018629,Virginia,0.033294,Washington,0.009512,West Virginia,0.031312,Wisconsin,0.006342,Nebraska,0.024178,Missouri,0.007927,Alabama,0.005153,Idaho,0.001585,Alaska,0.019421,Arizona,0.006738,Arkansas,0.090765,California,0.022989,Colorado,0.012287,Connecticut,0.001982,Delaware,0.068569,Florida,0.018232,Georgia,0.003964,Hawaii,0.041617,Illinois,0.003964,Mississippi,0.026159,Indiana,0.01744,Iowa,0.017043,Kansas,0.01625,Kentucky,0.005549,Louisiana,0.010702,Maine,0.019421,Maryland,0.021799,Massachusetts,0.04677,Michigan,0.017836,Minnesota,0.001982,Wyoming
